BOOK_ID,TITLE,AUTHOR,AUTHOR_ID,PUBLISHER,YEAR,#LIBRARIES,ABSTRACT,YEAR_CLEAN,GENRE,GENRE2,NOTES,HATHI_ID
rh_8956,Handmaid'S Tale,"Atwood, Margaret",132,Random House,1998,4,,1998,SCI,ROM,,
rh_9128,The Long Road Home,"Steel, Danielle",3464,Random House,1998,3,,1998,ROM,,,
rh_9270,The Killer'S Cousin,"Werlin, Nancy",3835,Random House,1998,3,"After being acquitted of murder, seventeen year-old David goes to stay with relatives where he finds himself forced to face his past as he learns more about his strange young cousin Lily. Winner of the Edgar Award.",1998,DET,,,
rh_9320,Mission Down Under #1,"Keep, Linda Lowery",1963,Random House,1998,3,"During a chaotic music class in school, Hannah finds herself mysteriously transported to Australia, sent there by the angels that watch over her to help her new friend, Ian, track down poachers that are preying on endangered animals.",1998,YA,,possibly also leaning more towards ilustrated cb,
rh_9379,Over The Edge,"Kellerman, Jonathan",1968,Random House,1998,3,,1998,DET,,,
rh_9508,The Hundred Days,"O'Brian, Patrick",2734,Random House,1998,3,Napolean escapes from Elba and the fate of Europe hinges on a desperate mission to seek out the dictator's secret link to the powers of Islam.,1998,HIST,,,
rh_9641,The Magic Circle,"Neville, Katherine",2697,Random House,1998,2,,1998,HIST,,,
rh_9718,Queen Of The Summer Country,"Miles, Rosalind",2550,Random House,1998,2,,1998,HIST,YA,,
rh_9752,The Falcon'S Feathers,"Roy, Ron",3134,Random House,1998,2,Josh and his two friends look for the person who stole a peregrine falcon from its nest.,1998,YA,,,
rh_9858,"If I Forget, You Remember","Williams, Carol Lynch",3896,Random House,1998,2,,1998,YA,,,
rh_9879,Charming Billy,"Mcdermott, Alice",2468,Random House,1998,2,,1998,LIT,,,
rh_9901,The Demon Spirit,"Salvatore, R A",3173,Random House,1998,2,,1998,FAN,,,
rh_9918,The Mark Of The Assassin,"Silva, Daniel",3328,Random House,1998,334,"When Michael Osburne of the CIA is called in to investigate the terrorist bombing of an airliner off the coast of Long Islnad, there is only one relevant clue that drives him: a body found in the water near the crash site with three bullet holes in its face.",1998,DET,,,
rh_1191,Monster,"Kellerman, Jonathan",1968,Random House,"2000, 1999",529,Dr. Alex Delaware and Detective Milo Sturgis must make sense of a nonfunctional psychotic's ramblings that seem to predict the horrific murders happening on the streets of Los Angeles.,1999,DET,,,
rh_1547,Dark Lady,"Patterson, Richard North",2826,Random House,"2000, 1999",407,,1999,DET,,,
rh_3806,Saving Faith,"Baldacci, David",139,Random House,"2000, 1999",81,"FBI witness Faith Lockhart, shot at by a would-be assassin, must put her trust in Lee Adams, a man she does not know, to protect her from an unknown killer and the most powerful figures in the United States.",1999,DET,,,
rh_4665,Thunderfish,"Higgins, Simon",1669,Random House,"2000, 1999",47,"Set in the future - Eighteen-year-old Kira Beaumont is obsessed with the idea of fighting pirates - With the aid of a reborn combat submarine, she disappears from her normal life to devote her energies to fighting the ancient scourge of piracy.",1999,FAN,YA,,
rh_5416,Boyfriend,"Pascal, Francine",2819,Random House,"2000, 1999",28,,1999,YA,ROM,,
rh_5675,The Cool Crowd,"Pascal, Francine",2819,Random House,"2000, 1999",24,,1999,YA,ROM,,
rh_5756,Your Basic Nightmare,"Pascal, Francine",2819,Random House,"2000, 1999",24,,1999,YA,ROM,,
rh_5793,So Cool,"Pascal, Francine",2819,Random House,"2000, 1999",23,,1999,YA,ROM,,
rh_5823,How To Ruin A Friendship,"Pascal, Francine",2819,Random House,"2000, 1999",21,,1999,YA,ROM,,
rh_5871,Balto And The Great Race,"Kimmel, Elizabeth Cody",2007,Random House,"2000, 1999",22,"Recounts how the sled dog Balto saved Nome, Alaska, in 1925 from a diphtheria epidemic by delivering medicine through a raging snowstorm.",1999,YA,,,
rh_5956,Too Popular,"Pascal, Francine",2819,Random House,"2000, 1999",20,,1999,YA,ROM,,
rh_6016,Got A Problem?,"Pascal, Francine",2819,Random House,"2000, 1999",19,,1999,YA,ROM,,
rh_6047,Maria Who?,"Pascal, Francine",2819,Random House,"2000, 1999",19,,1999,YA,ROM,,
rh_6416,Sammy Keyes And The Skeleton Man,"Draanen, Wendelin Van",958,Random House,"2000, 1999",15,"On Halloween night, seventh grader Sammy stumbles onto a mystery involving a twenty-year-old family feud and some heirlooms stolen by a man in a skeleton costume.",1999,DET,,,
rh_7496,More Than This,"Roberts, Laura Peyton",3070,Random House,"2000, 1999",8,,1999,YA,,,
rh_8609,Phylogenesis,"Foster, Alan Dean",1195,Random House,"2000, 1999",4,"As the leaders of the humans and the insectlike Thranx work to establish relations with one another, Desvendapur, a bored Thranx poet, runs off to find his muse and meets con man Cheelo Montoya, in an encounter that could change both their worlds.",1999,SCI,,,
rh_8918,Songs Of Faith,"Johnson, Angela",1870,Random House,"2000, 1999",4,,1999,YA,,,
rh_76,Buffalo Before Breakfast,"Osborne, Mary Pope",2781,Random House,1999,2633,The magic tree house takes Jack and his sister Annie to the Great Plains where they learn about the life of the Lakota Indians.,1999,YA,FAN,,
rh_87,Junie B Jones Is (Almost) A Flower Girl,"Park, Barbara",2810,Random House,1999,2574,Six-year-old Junie B. is disappointed to find out that her aunt has asked someone else to be the flower girl at her wedding.,1999,YA,,,
rh_95,Tigers At Twilight,"Osborne, Mary Pope",2781,Random House,1999,2542,"Having used their magic tree house to travel to India, where they must get a gift to help free the dog Teddy from a spell, Jack and Annie have adventures involving a tiger and other endangered jungle animals.",1999,YA,FAN,,
rh_123,Juneteenth,"Ellison, Ralph",1052,Random House,1999,2248,"The story of a black man who passes for white and becomes a race-baiting U.S. senator. When he is shot on the Senate floor, the first visitor in hospital is a black musician-turned-preacher who raised him. As the two men talk, their respective stories come out. An unfinished novel by the author of Invisible Man.",1999,LIT,,,
rh_176,Murder At The Library Of Congress,"Truman, Margaret",3680,Random House,1999,1889,"The Washington art gallery owner, Annabel Smith, investigates the blackmarket in rare books. This follows several murders, connected to an attempt to obtain a journal of the voyage of Columbus to the New World.",1999,DET,,,
rh_217,The Invisible Island,"Roy, Ron",3134,Random House,1999,1730,"While picnicking on Squaw Island, Dink, Josh, and Ruth Rose find a hundred dollar bill, and when they return to explore further they find an entire cave full of money.",1999,YA,,,
rh_264,The Marching Season,"Silva, Daniel",3328,Random House,1999,1600,Former CIA agent Michael Osbourne is called back to duty to neutralize a plot to assassinate the American ambassador to Britain. The plot is part of a scheme by Protestant terrorists to scuttle the Northern Ireland peace agreement. By the author of The Mark of the Assassin.,1999,DET,,,
rh_318,Until The Real Thing Comes Along,"Berg, Elizabeth",286,Random House,1999,1343,"A 36-year-old Massachusetts woman, desperate for a baby, asks a gay friend to make her pregnant. He obliges and they live together, but his attraction to men makes her realize her future is as a single mother.",1999,ROM,,,
rh_322,First Test,"Pierce, Tamora",2899,Random House,1999,1390,"Ten-year-old Keladry of Mindalen, daughter of nobles, serves as a page but must prove herself to the males around her if she is ever to fulfill her dream of becoming a knight. When Alanna became the King's Champion, it was decided that girls would henceforth be allowed to train for the knighthood. But ten years have passed, and no girls have come forward. Now, however, someone is about to change all that. Her name is Kel. In this first book in a new series from popular children's fantasy writer Tamora Pierce, we are introduced to a strong, adventurous new heroine who will win the hearts and minds of fantasy fans.",1999,FAN,,,
rh_386,Blood Money,"Perry, Thomas",2873,Random House,1999,1168,"Sleuth Jane Whitefield, the Indian woman who helps people in trouble disappear, goes to the aid of a woman on the run from the Mafia. She discovers a money-laundering operation and proceeds to empty the Mafia's bank accounts, giving the proceeds to charity.",1999,DET,,,
rh_424,Sammy Keyes And The Sisters Of Mercy,"Van Draanen, Wendelin",3720,Random House,1999,1107,"Sammy continues to make life with her grandmother interesting as she tries to discover who is stealing from St. Mary's church, befriends a homeless girl, and plays in a softball tournament against a bitter rival.",1999,YA,,,
rh_439,Undue Influence,"Brookner, Anita",449,Random House,1999,1046,"A lonely woman whose love affairs have led nowhere resolves to find something permanent. So when a handsome and wealthy man walks into the London bookstore where she works, Claire Pitt, 29, decides to go after him. Unfortunately, he is a cad. By the author of Falling Slowly.",1999,LIT,,,
rh_494,The Ladies' Man,"Lipman, Elinor",2234,Random House,1999,983,,1999,ROM,,,
rh_504,The Handyman,"See, Carolyn",3238,Random House,1999,986,"A struggling young artist goes to work as a handyman, only to see himself called to fix relationships- -lonely grandmothers, love-starved wives, aids victims-- all unhappy, all in need of an ear or physical contact. To cheer them up. Robert Hampton, 28, of California paints pictures for them and in the process achieves the fame he sought. By the author of Making History.",1999,LIT,,,
rh_676,The Cat Who Robbed A Bank,"Braun, Lilian Jackson",422,Random House,1999,777,Jim Qwilleran investigates the murder of a Chicago jewelry dealer as Pickax's Scottish Games get underway.,1999,DET,,,
rh_679,"South Of The Border, West Of The Sun","Murakami, Haruki",2657,Random House,1999,775,"A Japanese novel on a married businessman who has an affair with the girl of his youth. Hajime's relationship with Shimamoto had always been chaste, now they both make up for it--25 years later. By the author of The Wind-Up Bird Chronicle.",1999,LIT,,,
rh_698,Incubus,"Arensberg, Ann",108,Random House,1999,768,"A demon descends on a community in Maine, creating havoc with people's lives and sexually imposing himself on women. Newspaper columnist Cora Whitman, wife of the local minister, sets out to obtain an explanation. By the author of Group Sex.",1999,FAN,,,
rh_712,City Of Ice,"Farrow, John",1106,Random House,1999,747,"In Montreal, the part-Indian, part-French detective Emile Cinq-Mars investigates the murder of a police informer. The probe leads to a confrontation with motorcycle gangs and the Russian mafia.",1999,DET,,,
rh_717,Second Wind,"Francis, Dick",1205,Random House,1999,744,"In his fortieth novel, Francis introduces a decidedly unhorsey hero, BBC meteorologist Perry Stuart, who, with his best friend Kris, an amateur pilot, has long dreamed of flying through the eye of a hurricane. In an odd twist of fate, all the right circumstances fall into place: Hurricane Odin forms over the Caribbean; Perry and Kris have overlapping vacations; and Kris finds a wealthy Florida businessman willing to finance their adventure. As part of the deal, Kris secretly agrees to detour to tiny Trox Island and pick up a mysterious package. Unfortunately, Hurricane Odin has other plans for Perry and Kris, and their plane goes down in the storm-whipped seas. Ironically, Perry is cast ashore on Trox, which is deserted except for a herd of cows and a concrete bunker containing a safe full of strange-looking documents in assorted foreign languages. Rescued and back home in England, Perry finds himself the target of unknown assassins.",1999,LIT,,,
rh_745,The Alibi,"Brown, Sandra",471,Random House,1999,747,Hammond Cross is determined to become Charleston's next district attorney. He takes on a murder case where the prime suspect is a woman who claims that her alibi involves Hammond.,1999,DET,,,
rh_836,Otherwise Engaged,"Finnamore, Suzanne",1137,Random House,1999,706,"A woman's funny account of her preparation for marriage from proposal to the altar, with all the intervening hiccups. The heroine is an advertising copywriter in her thirties, the hero is divorced and they have lived together for three months.",1999,ROM,,,
rh_916,Black Notice,"Cornwell, Patricia",769,Random House,1999,691,"The death of a stowaway on a Belgian cargo ship leads Dr. Kay Scarpetta to Interpol headquarters, a Paris Morgue and finally home to Virginia.",1999,DET,,,
rh_920,Void Moon,"Connelly, Michael",731,Random House,1999,688,"Ex-con Cassie Black, lured back to a life of crime by a desperate need for money, lines up a mark to rob a Las Vegas casino, only to find she has been set up by Jack Karch, a psychopathic private investigator employed by the mob.",1999,DET,,,
rh_1036,Pop! Goes The Weasel,"Patterson, James",2825,Random House,1999,556,A serial killer unleashes a reign of terror in Washington against black women. Detective Alex Cross goes after him and discovers a British embassy official who masquerades as a black taxi driver to lure his victims.,1999,DET,,,
rh_1045,In Pursuit Of The Proper Sinner,"George, Elizabeth",1313,Random House,1999,583,Detective Inspector Thomas Lynley investigates the murder of two people whose bodies were found in a remote prehistoric stone circle.,1999,DET,LIT,,
rh_1055,Hadrian'S Walls,"Draper, Robert",962,Random House,1999,574,"A man convicted of murder is pardoned by the prison director, in return for which he is to murder the director's enemy. The setting is a Texas town which lives off the prison, its inmates serving as field hands and houseboys.",1999,LIT,WEST,,
rh_1066,The Blue Bedspread,"Jha, Raj Kamal",1866,Random House,1999,561,,1999,LIT,,,
rh_1152,Accidental Lily,"Warner, Sally",3784,Random House,1999,531,"With help from her mother and brother, six-year-old Lily begins to tackle her bed-wetting problem so that she can go to a sleepover party.",1999,YA,,,
rh_1153,Billy Straight,"Kellerman, Jonathan",1968,Random House,1999,531,"A homeless boy in Los Angeles goes on the run after seeing a murder. Billy Straight, 12, witnessed the stabbing of a TV star's ex-wife and is sought by police and villains alike. He is afraid that if caught he will be returned to the abusive home from where he ran away. By the author of The Clinic.",1999,LIT,DET,,
rh_1177,The Ghost Of Lizard Light,"Woodruff, Elvira",3965,Random House,1999,521,"Moving from Iowa to a lighthouse cottage in Maine, ten-year-old Jack struggles to live up to his father's high standards and encounters a young ghost who presents Jack with a 150-year-old unsolved sea mystery.",1999,YA,FAN,,
rh_1266,Layover,"Zeidner, Lisa",4010,Random House,1999,508,"Depressed by her child's death and her husband's infidelity, saleswoman Claire Newbold takes a holiday by disappearing. The novel describes her homeless existence and her affairs until she returns to husband and job. By the author of Limited Partnerships.",1999,LIT,,,
rh_1406,The Way People Run,"Tilghman, Christopher",3639,Random House,1999,453,"An anthology of stories on the family. In Things Left Undone, a marriage strains when the couple's son dies, while in Room for Mistakes a man makes peace with his stepfather.",1999,LIT,,,
rh_1410,While I Was Gone,"Miller, Sue",2563,Random House,1999,452,"Having moved on with her life after a friend was brutally murdered, Jo Becker is now married with a grown family, but when an old housemate moves into the neighborhood, Jo rekindles a relationship that takes her back to the past and threatens her future.",1999,LIT,ROM,,
rh_1413,Fortune'S Rocks,"Shreve, Anita",3315,Random House,1999,442,"At a turn-of-the-century coastal resort in New Hampshire, young Olympia Biddeford is drawn into an intense love affair with a much older man, John Haskell, a married physician and activist, an affair that has a profound and long-reaching impact on everyone around them.",1999,ROM,,,
rh_1414,"My Father, Dancing","Broyard, Bliss",476,Random House,1999,442,"A collection of stories on fathers and daughters. In Mr. Sweetly Indecent, a daughter observes her father kissing another woman, At the Bottom of the Lake is on a second wife who spoils a man's visit to a daughter by the first marriage, and in the title story a woman recalls the joy of dancing with her father, now dying of cancer.",1999,LIT,,,
rh_1417,The Things We Do To Make It Home,"Gologorsky, Beverly",1384,Random House,1999,442,"A novel on Vietnam War veterans who were unable to adjust to civilian life. It is told through the eyes of their women and chronicles the ups and downs of a number of couples, the downs including divorce, unemployment, homelessness and mental illness. One veteran returns to Vietnam to learn what the war was about. A first novel.",1999,LIT,,,
rh_1447,Star Wars Episode I,"Lucas, George",2275,Random House,1999,436,"The beginning of the epic Star wars saga introduces Anakin Skywalker, the boy who grows up to become Darth Vader.",1999,YA,FAN,,
rh_1453,In The Family Way,"Hays, Tommy",1614,Random House,1999,445,"In South Carolina, Jeru Lamb, 10, tries to make sense of a confusing world. Jeru's brother has been killed by a dog, his father has quit work to write a book, mother is pregnant against doctor's orders and a classmate says she is his half-sister.",1999,LIT,,,
rh_1454,A Certain Smile,"Michael, Judith",2539,Random House,1999,445,"A clothing designer and widowed mother travels to China where she finds love with the owner of a construction company, only to have their love tested by an intrusive government, corrupt businessmen, and his wildly ambitious son.",1999,ROM,,,
rh_1463,Shadow Horse,"Hart, Alison",1574,Random House,1999,432,"Thirteen-year-old Jas tries to prove that the owner of the farm where she works has killed her favorite horse, Whirlwind.",1999,YA,,,
rh_1503,Collectors,"Griner, Paul",1468,Random House,1999,411,"A woman pursues a man she knows is not good for her. It happens to Jean Dubonnet, a Boston art director who falls for wealthy Steven Cain, two of whose women died in freak accidents. On the day of their first tumble in bed, Jean too suffers an accident.",1999,LIT,,,
rh_1754,Battle Born,"Brown, Dale",458,Random House,1999,355,"Patrick McLanahan is back. Veteran, Brigadier General has been sent to a b-1B Lancer Unit in Nevada to develop and train a unit to seek out and destroy enemy missiles.",1999,DET,,,
rh_1776,Havana Bay,"Smith, Martin Cruz",3383,Random House,1999,353,Arkady Renko arrives in Havana to investigate the murder of a friend.,1999,DET,,,
rh_1816,A Sight For Sore Eyes,"Rendell, Ruth",3015,Random House,1999,342,"Francine glimpses a visitor as he brutally murders her mother, and for the next several months she will be mute and unable to identify the killer. Her life will converge with Harriet, a bored fading beauty, and with Teddy for a surprising story.",1999,LIT,DET,,
rh_1849,My Life As A Girl,"Mosier, Elizabeth",2646,Random House,1999,333,"During her last summer in Phoenix, Arizona, before going to an eastern college, eighteen-year-old Jaime works two waitress jobs and plans her escape from a life forever changed by her father's prison sentence.",1999,YA,,,
rh_1858,Earth Magic,"Loehr, Mallory",2250,Random House,1999,329,"While visiting their grandparents' farm, Polly and Sam and their young cousin are drawn to an unusual rock that seems to want their help.",1999,YA,FAN,,
rh_2087,Vittorio The Vampire,"Rice, Anne",3028,Random House,1999,282,"Vittorio, a five-hundred-year-old vampire, tells the story of how he was seduced at the age of sixteen by Ursula, the most beautiful of his supernatural enemies, after she saved him from being killed by her fellow vampires during a slaughter in which his entire family was wiped out.",1999,FAN,,,
rh_2136,Babe,"Loehr, Mallory",2250,Random House,1999,271,Babe the Pig relates his own story as proof that you can do anything if you set your mind to it.,1999,YA,FAN,,
rh_2179,Basket Weaver And Catches Many Mice,"Gill, Janet",1336,Random House,1999,259,A little grey cat saves the day when Basket Weaver is ordered into a competition to make the perfect basket for the emperor's newborn daughter.,1999,YA,,,
rh_2611,"Such A Pretty, Pretty Girl","Groom, Winston",1471,Random House,1999,199,,1999,ROM,,,
rh_2625,Elizabeth And After,"Cohen, Matt",703,Random House,1999,195,"Carl McKelvey returns to the village of West Gull, Ontario, to come to terms with his mother's death and to become closer to his daughter.",1999,LIT,,,
rh_2637,Space Dog In Trouble,"Standiford, Natalie",3453,Random House,1999,198,"When Roy and his parents go away for the weekend, Space Dog, who is really an alien from the planet Queekrg, is left on his own and gets picked up by a local animal rescue group.",1999,YA,FAN,,
rh_2986,Cry Dance,"Mitchell, Kirk",2578,Random House,1999,152,"While working on a land deal involving an Indian casino in Arizona, a woman officer of the federal government is killed and her face is skinned. The case is given to half-Indian Emmett Parker of the Bureau of Indian Affairs and Anna Turnipseed, a half-Japanese agent of the FBI. By the author of Fredericksburg.",1999,DET,,,
rh_3487,Trouble On Ice,"Lowery, Linda",2269,Random House,1999,110,Hannah has an overactive imagination and thinks she is on a mission for angels. Her mission is to help victims of a plane crash in Canada.,1999,YA,FAN,,
rh_3497,20Th-Century Dreams,"Cohn, Nik",705,Random House,1999,106,,1999,LIT,,,
rh_3553,Rising Tide,"Odom, Mel",2763,Random House,1999,100,,1999,FAN,,,
rh_3580,Mr X,"Straub, Peter",3528,Random House,1999,100,"Ned, a man who grew up always looking over his shoulder, learns from his mother, shortly before her death, the name of the father he never knew, and despite a warning that he is in grave danger, sets out discover as much as he can about his absent family--including his otherworldly twin brother.",1999,DET,,,
rh_3667,The Mailbox Mice Mystery,"Mahr, Juli",2326,Random House,1999,96,"Following the five easy steps of How to be a Famous Detective, and some rather unusual clues in envelopes addressed to him, Watson Mouse is determines to solve the mystery of the disappearance of all the cheese in town.",1999,YA,,,
rh_3711,My Mother Got Married (And Other Disasters),"Park, Barbara",2810,Random House,1999,89,"Twelve-year-old Charles experiences many difficulties in adjusting to a new stepfather, stepsister, and stepbrother.",1999,YA,,,
rh_3789,Plainsong,"Haruf, Kent",1580,Random House,1999,2819,"The interwoven lives of a community in Colorado. The characters include two cattle farmers who take in a girl, thrown out of her house for becoming pregnant. The novel describes the girl's impact on their lives, both men being bachelors.",1999,LIT,,,
rh_3872,House Of Sand And Fog,"Dubus, Andre",974,Random House,1999,79,"A former colonel for the Iranian Air Force believes he can create a new life for himself and his family when he buys an attractive bungalow in the California countryside, and when the cottage's former owner wants her house back, he is willing to do anything to keep it.",1999,LIT,,,
rh_3943,Miss Wyoming,"Coupland, Douglas",778,Random House,1999,75,,1999,LIT,,,
rh_4068,Harlequin Rex,"Marshall, Owen",2386,Random House,1999,69,,1999,SCI,,,
rh_4147,Mary'S Story,"Hampton, Brenda",1529,Random House,1999,65,,1999,YA,,,
rh_4359,Hannibal,"Harris, Thomas",1566,Random House,1999,56,FBI agent Clarice Starling's involvment in a dramatic drug bust brings her once again to the attention of cannibal killer Dr. Hannibal Lecter who escaped from custody seven years earlier after helping Clarice nab a serial murderer.,1999,DET,,,
rh_4393,The Salt Of Broken Tears,"Meehan, Michael",2520,Random House,1999,55,,1999,WEST,HIST,,
rh_4467,The Puppet King,"Niles, Douglas",2710,Random House,1999,52,,1999,FAN,YA,,
rh_4476,Magic Tree House,"Osborne, Mary Pope",2781,Random House,1999,52,"Having used their magic tree house to travel to India, where they must get a gift to help free the dog Teddy from a spell, Jack and Annie have adventures involving a tiger and other endangered jungle animals.",1999,YA,FAN,,
rh_4518,A Flying Birthday Cake?,"Sachar, Louis",3156,Random House,1999,49,"Two days after Marvin sees a glowing green thing like a flying birthday cake in the night sky, his third-grade class is joined by a mysterious new boy with peculiar behaviour.",1999,YA,FAN,,
rh_4538,Wilde Eve,"Langley, Eve Maria",2120,Random House,1999,48,,1999,LIT,,,
rh_4570,The Rose Grower,"De Kretser, Michelle",872,Random House,1999,50,,1999,ROM,HIST,,
rh_4586,The Last Alchemist,"Thompson, Colin",3625,Random House,1999,49,An alchemist obsessed with making gold finds that his final experiment has an unexpected result.,1999,FAN,,,
rh_4596,Sydney And The Sea Monster,"Elliot, David",139,Random House,1999,50,"Sydney the penguin, who was an inventor, lived at a safe beach. Safe that is until a large ship drifted out of the mist bristling with harpoons and cudgels for hunting whales and seals. With his friend Bill the whale, Sydney devised a cunning invention to frighten away the intruders. Suggested level: primary.",1999,YA,,,
rh_4730,Beneath The Southern Cross,"Nunn, Judy",2730,Random House,1999,45,,1999,LIT,,,
rh_4748,Firehead,"Armanno, Venero",110,Random House,1999,44,,1999,DET,ROM,,
rh_4877,Foreign Devil,"Harris, Christine",1555,Random House,1999,40,,1999,YA,FAN,,
rh_4878,After-Heat,"Stewart, Keith",3497,Random House,1999,40,,1999,LIT,,,
rh_5123,Then Again,"Friedman, Elyse",1233,Random House,1999,35,,1999,LIT,,,
rh_5164,Fabricant,"Carmichael, Claire",578,Random House,1999,34,"Revealed to be fabricants, Callie and Adam, once privileged members of the Leet class, find themselves striving to protect the society that now rejects them. Suggested level: secondary.",1999,SCI,YA,,
rh_5192,My So-Called Life Goes On,"Clark, Catherine",669,Random House,1999,32,"Fans of Angela Chase, a character on the hit TV series, My So-Called Life, can learn what happens to her in this continuation of the story.",1999,YA,,,
rh_5226,The Last Silk Dress,"Rinaldi, Ann",3056,Random House,1999,32,"During the Civil War, Susan finds a way to help the Confederate Army and uncovers a series of mysterious family secrets.",1999,HIST,,,
rh_5296,Mapping The Edge,"Dunant, Sarah",982,Random House,1999,31,"Anna, a self-sufficient single mother, heads for Italy for a short vacation, leaving her beloved young daughter behind with friends, but when Anna does not return from her holiday, a heated debate erupts over reasons for her disappearance.",1999,ROM,,,
rh_5357,Kiss And Make-Up,"Clark, M D",673,Random House,1999,29,"Lisa is in the running for Teen Model of the Year, but if she wins it will mean a move to Sydney - Fame has its price and she has to decide if it is worth it.",1999,YA,,,
rh_5374,Duffy'S Once Were Worriers,"Duff, Alan",977,Random House,1999,30,"Duffy is forced to confront some of his many worries to prevent them from controlling his life. Though as usual with Duffy, his vivid imagination plays its part in getting him in and out of trouble. Suggested level: primary, intermediate.",1999,YA,,,
rh_5405,The Trough,"Gadsby, Jon",1259,Random House,1999,29,"In this novel, New Zealand's political parties square up to do battle in another election. Sexual politics, the world's second-to-last kakapo and electricity generation all come into play.",1999,LIT,,,
rh_5413,Bite Me!,"Larkin, John",2127,Random House,1999,28,,1999,YA,,,
rh_5546,Little Green Men,"Buckley, Christopher",492,Random House,1999,1075,"A comedy on a Washington TV pundit who is abducted by aliens and becomes a crusading UFO believer. In reality, the abduction was staged by the government to gain support for space research. By the author of Thank You for Smoking.",1999,LIT,,,
rh_5580,Private Lily,"Warner, Sally",3784,Random House,1999,25,"After a series of unsuccessful attempts, six-year-old Lily succeeds in making a private space for herself in her small apartment.",1999,YA,,,
rh_5612,Kapai And The Flying Bathtub,Uncle Anzac,3704,Random House,1999,25,"Maria Moa just can't believe she's the last moa. What she wants most of all is to find a mate and produce an egg. And so the hunt is on. Kapai, Gooney and Maria embark on a new madcap adventure with the help of some friendly Canada geese, and a flying bathtub, to find a moa. Suggested level: junior, primary.",1999,YA,,,
rh_5652,Tonight On The Titanic,"Osborne, Mary Pope",2781,Random House,1999,2764,The magic tree house transports Jack and Annie to the deck of the Titanic to find the mysterious gift that will free a small dog from a magic spell.,1999,YA,FAN,,
rh_5701,The Dark Lady,"Patterson, Richard North",2826,Random House,1999,23,,1999,DET,,,
rh_5730,Junie B Jones And The Mushy Gushy Valentime [Ie Valentine],"Park, Barbara",2810,Random House,1999,23,"When Junie B. Jones receives a mushy gushy ""valentime"" on Valentine's Day, she tries to find out who in her kindergarten class is her secret admirer.",1999,YA,,,
rh_5760,The Glitter Game,"Nunn, Judy",2730,Random House,1999,24,,1999,DET,,,
rh_5787,The Law Of Similars,"Bohjalian, Chris",353,Random House,1999,23,,1999,ROM,DET,,
rh_5907,Seize The Night,"Koontz, Dean",2055,Random House,1999,21,"Moonlight Bay, California. A safe, secluded small townthat is at its most pictursque in the gentle nightimes that, children are disappearing. From their home. From the streets.",1999,SCI,LIT,,
rh_6083,The Bishop,"Hunt, Howard",1781,Random House,1999,18,,1999,SCI,FAN,,
rh_6188,Tigers At Twilight #19,"Osborne, Mary Pope",2781,Random House,1999,17,"HAVING USED THEIR MAGIC TREE HOUSE TO TRAVEL TO INDIA, WHERE THEY MUST GET A GIFT TO HELP FREE THE DOG TEDDY FROM A SPELL, JACK AND ANNIE HAVE ADVENTURES INVOLVING A TIGER AND OTHER ENDANGERED JUNGLE ANIMALS.",1999,YA,FAN,,
rh_6190,Mystery Of The Fiery Eye,"Arthur, Robert",120,Random House,1999,17,,1999,YA,DET,,
rh_6244,Werewolves In Their Youth,"Chabon, Michael",623,Random House,1999,615,"Stories on a variety of subjects. The title story in on boys playing at werewolves, Son of the Wolfman is on a husband's reaction when his childless wife decides to keep the baby from a rape, and Mrs. Box is on a man who tries to rob his ex-wife's grandmother. By the author of Wonder Boys.",1999,LIT,,,
rh_6445,Harry Potter And The Chamber Of Secrets,"Rowling, J K",3132,Random House,1999,14,"When the Chamber of Secrets is opened again at the Hogswart School for Witchcraft and Wizardry, second-year student Harry Potter finds himself in danger from a dark power that has once more been released on the school.",1999,YA,FAN,,
rh_6603,A To Z Mysteries The Haunted Hotel,"Roy, Ron",3134,Random House,1999,13,"When the guests of the Shangri-La Hotel are scared away by a white-haired female ghost, Dink and his friends investigate the mystery.",1999,YA,DET,,
rh_6635,A To Z Mysteries The Invisible Island,"Roy, Ron",3134,Random House,1999,13,"While picnicking on Squaw Island, Dink, Josh, and Ruth Rose find a hundred dollar bill, and when they return to explore further they find an entire cave full of money.",1999,YA,DET,,
rh_6664,When We Were Wolves,"Billman, Jon",307,Random House,1999,312,A collection os short stories set in the modern West.,1999,WEST,,,
rh_6670,The Testament,"Grisham, John",1469,Random House,1999,13,"Troy Phelan is a self-made billionaire, one of the richest men in the United States. He is also eccentric, reclusive, confined to a wheelchair, and looking for a way to die. His heirs, to no one's surprise--especially Troy's--are circling like vultures. Nate O'Riley is a high-octane Washington litigator who's lived too hard, too fast, for too long. His second marriage in a shambles, and he is emerging from his fourth stay in rehab armed with little more than his fragile sobriety, good intentions, and resilient sense of humor. Returning to the real world is always difficult, but this time it's going to be murder. Rachel Lane is a young woman who chose to give her life to God, who walked away from the modern world with all its strivings and trappings and encumbrances, and went to live and work with a primitive tribe of Indians in the deepest jungles of Brazil. In a story that mixes legal suspense with a remarkable adventure, their lives are forever altered by the startling secret of The Testament.",1999,DET,,,
rh_6704,Junie B Jones And The Mushy Gushy Valentime,"Park, Barbara",2810,Random House,1999,12,"When Junie B. Jones receives a mush gushy ""valentime"" on Valentine's Day, she tries to find out who in her kindergarten class is her secret admirer.",1999,YA,,,
