volume_id,title,year,page,sentence,keyword,Valid ex? 1=remove,On topic? 1 = no,"P = positve, N = negative, [empty] = neutral/other - For ON TOPIC only",context,before_sentence,after_sentence
umn.31951p01169049p,"People of the land : sustaining American Indian agriculture in Idaho, Nevada, Oregon and Washington /",2009,36,3,extinct,,1,animal,"However, due to upstream federal reclamation projects constructed in the early 1900s and excessive sports trophy fishing during the 1920s to 1940s, the Pyramid cutthroat trout had become extinct and the cui-ui population endangered.","This roasting pit was traditionally used to process pine nuts. On the third weekend in September, the Walker River Reservation hosts the Annual Pine-nut Blessing Ceremony. Historically, the reservation relied on Pyramid cutthroat trout and cui-ui fish as its major source of income.","However, due to upstream federal reclamation projects constructed in the early 1900s and excessive sports trophy fishing during the 1920s to 1940s, the Pyramid cutthroat trout had become extinct and the cui-ui population endangered. Since 1974, the Pyramid Lake Tribe has worked to recover the Cui-ui and introduce Lahontan cutthroat trout to Pyramid Lake through a cooperative agreement with the U.S. Fish and Wildlife Service and the development of three reservation fish hatcheries. Annually, the hatcheries supply nearly a half million cutthroat fingerlings to national programs. They have successfully recovered the Cui-ui as well. Pyramid Lake generates tourism revenue related to fishing and other water and wildlife activities."
wu.89081289795,Indian-artifact magazine.,1997,205,22,extinct,,,paleohuman,They are considered extinct races.,"Page 30 of the same article proves that many of the prehistoric sites are not related to present day Indians. It says only two DNA test have been done on early Americans. One on brain tissue from Florida seven to eight thousand years old. The other from Chile on remains that are 10,000 years old. In both cases the DNA showed no close relation to living American Indians.","They are considered extinct races. How much of the pastis being lost due to extremism in our government? Maybe I'll go to the old world and lay claim to Stonehenge!! Sincerely, Scott Y., FL Dear Mr. Fogelman: Enclosed please find my check for $36 to renew my subscription for 2 years. IAM is a work of art, and simply the best magazine I've ever picked up!"
mdp.39015045684274,Studies in American Indian languages : description and theory /,1998,15,13,extinct,,,language,"Shaul's philological study takes early written records of Esselen, the first California language to become extinct, and reconstitutes its system of distinctive segments.","Finally, Crawford writes on classificatory verbs in Cocopa, in a contribution that has implications for the formal universal definition of classificatory verbs. Phonology. Winter's study of the initial glottal stop in Yuman nouns addresses the question of what constitutes a segmentable morpheme in linguistics. Oswalt gives a precise analysis of three different categories of laryngeal increment in Kashaya Pomo. He relates his work to studies of nearby languages, showing that laryngeal increments are an areal phenomenon and discussing their origins.","Shaul's philological study takes early written records of Esselen, the first California language to become extinct, and reconstitutes its system of distinctive segments. Munro's study of expressive 'say' constructions introduces Chickasaw ideophones and demonstrates how aspects of their structure conflict with the normal canons of the phonology. Historical linguistics. While several of the contributions already discussed have implications for historical linguistics, three are devoted centrally to that field. Joel's study of the divergence of Paipai from Arizona Pai uses mission documents, archaeology, and linguistic evidence to reach the conclusion that the two branches of Pai have been separated longer than has previously been postulated."
mdp.39015045684274,Studies in American Indian languages : description and theory /,1998,142,3,extinct,,,language,"It is usually considered the first native language of California to have become extinct, and it exhibits the classical characteristics of the proposed Hokan superfamily (Dixon and Kroeber 1913; Sapir 1917;","David Leedom Shaul Bureau of Applied Research in Anthropology, The University of Arizona 1.0. INTRODUCTION The Huelel language, usually known as Esselen after one of the villages or tribelets that spoke it, was the native language of the interior, mountainous part of Monterey County, California (Milliken 1990), and its speakers were not numerous in historic or protohistoric times.","It is usually considered the first native language of California to have become extinct, and it exhibits the classical characteristics of the proposed Hokan superfamily (Dixon and Kroeber 1913; Sapir 1917; Langdon 1974 and 1979; Gursky 1974; cf. the dissenting views of Jacobsen 1979a). The language had no near relatives, and the earliest Spanish missionaries noted that it differed completely from the neighboring Ohlonean (Costanoan) languages (Rumsen, Mutsun, and Chalon) and Salinan language that surrounded it. Even more intriguing than isolate status (pace Hokan) was the geographic situation of the Esselen speech community: they were isolated geographically as well as linguistically."
mdp.39015045684274,Studies in American Indian languages : description and theory /,1998,144,2,extinct,,,language,"One important technique in this field is reconstitution (Broadbent 1957), which is the comparative method applied synchronically to yield phonetic renderings of words of extinct languages.",2.0. PHONOLOGY Recovery of linguistic data from philological materials will become more and more important in Native American linguistics.,"One important technique in this field is reconstitution (Broadbent 1957), which is the comparative method applied synchronically to yield phonetic renderings of words of extinct languages. While not without faults (Okrand 1980), it does yield valuable results. Data from reconstitution may, as phonetic input, may be phonemicized. This may or may not contrast with phonological analysis based on pattern congruity (parallel series) and the expectations of typology. The data used for this section was collected from Esselen sources where there are two or more renderings of the same word or morpheme."
mdp.39015045684274,Studies in American Indian languages : description and theory /,1998,173,17,extinct,,,language,"Bay Miwok, now extinct, was the language of Indians living around Mount Diablo, and we have a short list of words and phrases from the Saclan dialect (Beeler 1955a, 1959; Bennyhoff 1977).","Western Miwok (Miw) A. Coast Miwok (Mic), probably a single language with various dialects 1. Bodega Miwok (Mib) 2. Marin Miwok (Mim) B. Lake Miwok (Mil) The Sierra Miwok languages were spoken on the western slopes of the Sierra Nevada Mountains from the Fresno River north to the Cosumnes River. Plains Miwok was once spoken in several dialects from lone to the western banks of the Sacramento River.","Bay Miwok, now extinct, was the language of Indians living around Mount Diablo, and we have a short list of words and phrases from the Saclan dialect (Beeler 1955a, 1959; Bennyhoff 1977). Modern recordings exist for six Miwok languages; Southern Sierra Miwok (Broadbent 1964), Central Sierra Miwok (Freeland 1951, Freeland and Broadbent 1960), Northern Sierra Miwok (Callaghan 1987), Plains Miwok (Callaghan 1984), Lake Miwok (Callaghan 1963, 1965), and Bodega Miwok (Callaghan 1970). Reconstruction is possible at four levels: Proto-Sierra Miwok (PMis), Proto-Eastern Miwok (PMie), Proto-Western Miwok (PMiw), and Proto-Miwok (PMi). The Miwok family is in turn related to the Costanoan family of languages, formerly spoken from San Francisco south to Big Sur (see Callaghan 1972a). Fortunately, J. P. 161"
mdp.39015046488113,Mississippian towns and sacred spaces : searching for an architectural grammar /,1998,185,6,extinct,,,race,"Some societies became extinct, but others survived pe riods of cultural and biological hardship and maintained their size and scale.","Some facts about the early historical period are widely accepted: (1) population declined as a result of Old World disease, (2) European-sponsored trade, especially for pelts, had considerable economic impact on many groups, and (3) alli ances with European powers became politically and militarily important to native easterners. However, inferences are sometimes drawn that do not logically follow from these facts, and so different levels of interpretation are confused. What happened in some cases is confused with what happened in general. The overall population of the Southeast declined and so did the population of many groups, but southeastern polities did not all have the same population history. A documented general decline, regardless of its scale, does not justify the conclusion that all societies responded to stresses in the same fashion.","Some societies became extinct, but others survived pe riods of cultural and biological hardship and maintained their size and scale. Moreover, population size has been confused with organizational complex ity. The overall decline in numbers did not necessarily mean a decline in po litical and economic complexity, especially among those particular groups that managed to maintain their town and group sizes.  Data on a mix of historical ""eastern"" societies have often been used to hypothesize about the structures of earlier Mississippian societies in the Southeast (e.g., Hudson's [ 1976] excellent area-wide survey and such works as that by Howard [1968]). More recently a few seem to deny any useful use of data on historical peoples in the investigation of their Mississippian an cestors."
uiug.30112042926920,Migration and reorganization : the Pueblo IV period in the American Southwest /,1998,143,8,extinct,,,village,"None of the settlement clusters that became extinct earlier was larger than these four clusters, so the population of settlement clusters on the Colorado Plateau seems to be under 3,000 people, with the exceptions of Hopi, Zuni and possibly the Acoma group.","One can roughly convert these counts to population estimates by using the Turner and Lofgren (1966) value of about two people per room, or the refinement of Casselbury's (1974) estimates by C. LeBlanc (1981), which produces a formula of 6 square meters per person. As most rooms were under 9 square meters, this approach gives a value of 1.5 persons per room or less. Two persons per room can then be seen as a more generous estimate and the 1.5 persons as a more conservative value. These calculations produce Pueblo IV population estimates of 8,000 to 10,000 for Zuni, 5,000 to 7,200 for Hopi, and only 8,000 to 10,000 for the other four settlement clusters combined. On average, these other four clusters have populations of around 2,000 to 2,500 each.","None of the settlement clusters that became extinct earlier was larger than these four clusters, so the population of settlement clusters on the Colorado Plateau seems to be under 3,000 people, with the exceptions of Hopi, Zuni and possibly the Acoma group. Even for these three, the maximum population would have been 10,000 people. Those groups that were able to provide strong intercommunity leadership and successfully integrate larger numbers of people would have had a military advantage. Furthermore, those settlement clusters that were able to attract and assimilate other groups would have also had the advantage of greater numbers. Thus, the evolution of social mechanisms to solve these needs would have been advantageous, and we should expect them to have occurred among the surviving clusters—which were the largest and the most successful militarily and in keeping their populations integrated."
mdp.39015011537407,Contributions to American anthropology and history.,1999,17,21,extinct,,,"language, Central am","Gold was also exchanged for GuateThis language is now extinct, and nothing is known malan cacao by Mexican merchants.","Much of the crop was shipped in of which are shown on the Stoll map (the basis of large quantities to Mexico, particularly after the demost linguistic maps) of Guatemala as within Pipil cline of the Soconusco plantations. A brisk trade was territory. Between them and the Pipil of El Salvador maintained by merchants who carried huipils from lay the small group termed Pupuluca by Crespo Teotitlan de Camino to Suchitepequez and returned (1935, pp. 15, 16) and Juarros (1857, 1:101-05). with cacao.","Gold was also exchanged for GuateThis language is now extinct, and nothing is known malan cacao by Mexican merchants. Apart from the of its affiliation. importance of cacao as a highly esteemed drink, it West, north, and east of the Xinca were the Pipil, may be recalled that it continued to serve in some a Nahuat-speaking group. Those living to the north parts as a currency even until the nineteenth cenand east do not concern us for the present since their tu ry. Motolinia informs us that four thousand cacao territories do not fall within the coastal belt."
uva.x000368328,"Exploration in Alaska : Captain Cook commemorative lectures, June-November 1978 /",1980,29,2,extinct,,1,animal,"Among the many sent out then were the German G.F. Müller, Doctor of Medicine and Professor of Chemistry and Natural History; the French geographer Delisle de la Croyère, who drew a map for Bering and accompanied Chirikov only to die at the end of the voyage in 1741; and the admirable German G.W. Steller, a medical doctor, zoologist, and botanist who was on Bering's last ship and kept a most readable and important journal and for whom the now extinct north Pacific ""sea cow"" was named (Rhytina stelleri).27","attracted important scientists from all western Europe. And it was this Imperial Academy that provided geographers, astronomers, and botanists for the exploration of eastern Siberia and for the voyages of Bering and Chirikov in the 1730's and 1740's.","Among the many sent out then were the German G.F. Müller, Doctor of Medicine and Professor of Chemistry and Natural History; the French geographer Delisle de la Croyère, who drew a map for Bering and accompanied Chirikov only to die at the end of the voyage in 1741; and the admirable German G.W. Steller, a medical doctor, zoologist, and botanist who was on Bering's last ship and kept a most readable and important journal and for whom the now extinct north Pacific ""sea cow"" was named (Rhytina stelleri).27 Here were excellent examples for Cook and his colleagues to look back to and improve on. One other established opinion about the Royal Society is that its ""Catalogue of Directions,"" addressed to ''seamen and other far travellers,"" was instrumental in raising the status of travelers by persuading them to observe natural phenomena and bring back descriptions, even drawings, of anything useful or scientific. These Directions were published in the Philosophical Transactions in three parts during several months of 1665-66, the third, by Robert Boyle, appearing with the title, ""General Heads for a Natural History of a Countrey, Great or Small.""28 And without doubt these Directions did exert an influence on English land and sea travelers."
mdp.39015042541576,Arkansas Archeological Survey research series.,1999,519,7,extinct,,,race,"Roberts (1898), for example, was firmly convinced that the Prehistoric mound builders of Louisiana and Texas were a different race and that it was highly improbable that the Native Americans descended from this extinct race.","This overview has highlighted the principal themes addressed in the bioarcheological literature of the Southern Plains. Much has been accomplished and these contributions have added greatly to our knowledge of the past. The questions asked at the turn of the century differ from the present perspective. In the Texas literature, for instance, the earliest reports mentioning the archeological recovery of human remains considered questions of antiquity, origin, and racial identification. Today these issues remain important, but our bases of interpretation have changed dramatically and the research questions have been refined and expanded.","Roberts (1898), for example, was firmly convinced that the Prehistoric mound builders of Louisiana and Texas were a different race and that it was highly improbable that the Native Americans descended from this extinct race. T. L. Eyerly's (1907) Wolf Creek expedition to examine the “Buried City ruins tested this perception through excavation noting that Indian oral tradition attributed these ruins to the work of the white men. With this initial assessment of racial classification disproven, later studies focused on typological assessments and basic craniometry as a means of tracing population relationships. Archeological context and chronometric dating techniques were recognized as essential information for the interpretation of skeletal specimens as reliance on skeletal form (i.e., morphological dating) proved unreliable as an indicator of antiquity."
uva.x000547405,Delaware's buried past ; a story of archaeological adventure /,1968,27,8,extinct,,1,animal,Under his remains are those of extinct marine creatures that are remnants of the days long ago when southern Delaware was under the sea.,"Grapes, wild fruits, and berries of many kinds grew on all sides. Fish moved in the waters—birds nested in the trees—animals were born in the forests. Finally man came, first a dusky complexioned man who made his tools of stone, then white-skinned men from Europe and blackskinned men from Africa who soon peopled the entire continent. Today, on the exposed surface of these glacial and interglacial deposits our busy civilization moves. Beneath our city streets, small towns, and cultivated fields, are the remains of the earlier man.","Under his remains are those of extinct marine creatures that are remnants of the days long ago when southern Delaware was under the sea. When a deep excavation is madethe Delaware-Chesapeake Canal for instance—these ancient oysters, sea snails, squid, and other fossilized shells of univalves and mollusks are gutted out of the earth. But it is not these animal remains, interesting though they are, that spur the archaeologist to probe into the earth. He is captivated by the magic quest of learning more about human life in the past. The tempting problems locked in the bosom of the little state of Delaware have drawn many archaeologists to the region, as the reader will presently see, and the tales of their adventures are replete with human interest."
mdp.39015047438794,American Indian literature and the Southwest : contexts and dispositions /,1999,74,17,extinct,,,race,"If this could be I might die in peace, feeling that my people, placed in their native homes, would increase in numbers, rather than diminish as at present, and that our name would not become extinct"" (215).","In doing so, he puts his own captivity in a larger context, thereby implicitly questioning the ""kind and peaceful people"" who regard such spectacles as a form of entertainment that reflects well on their culture. And he emphasizes the strangeness of these spectacles, in which a captive Apache looks at and is looked at by ""captive"" African Americans, women, and Iggorrotes. Geronimo spends the entirety of Geronimo's Story of His Life carefully and eloquently moving toward his final point: he wants his people to be allowed to return to Arizona. His entire oration builds toward this final request, after a book's worth of evidence detailing the crucial associations between the Apaches and their home places, as well as the wrongs that have beset them since their forced removal from those locations. In the final chapter, ""Hopes for the Future,"" he explicitly describes the Apaches as ""prisoners of war,"" warns that their numbers are diminishing because they are being held away from their Arizona homelands, and asserts, ""I want to spend my last days there, and be buried among those mountains.","If this could be I might die in peace, feeling that my people, placed in their native homes, would increase in numbers, rather than diminish as at present, and that our name would not become extinct"" (215). Calling direct attention to the power relations of the situation, he says, ""But we can do nothing in this matter ourselves—we must wait until those in authority choose to act"" (216). Most obviously, he refers to officials of the U.S. government. But what about general readers? Does Geronimo implicate them as well, reminding them of their participatory responsibilities in an ostensibly democratic society?"
uva.x000547405,Delaware's buried past ; a story of archaeological adventure /,1968,49,11,extinct,,1,animal,"Yet he knew that no man had seen a living mammoth in thousands of years, for the beast had become extinct in the eastern part of America at least twenty or twenty-five thousand years before!","He found that it was incised—and the figure scratched on its weathered surface was the crude likeness of an animal. At first it looked like a buffalo, and then he realized that the creature had tusks. Then he came to a startling conclusion: the animal was a mammoth. His heart beat fast. The primitive artist who had made the drawing of the animal on the shell must have seen a mammoth face to face, Cresson reasoned.","Yet he knew that no man had seen a living mammoth in thousands of years, for the beast had become extinct in the eastern part of America at least twenty or twenty-five thousand years before! Therefore, he concluded, the picture must have been incised on the shell by a member of an ancient race who lived in the Delaware Valley at a time when the mammoth plodded through a forest, of which all that remained was a peat formation under the sod. The peat-the shell-man; all were contemporary according to his deductions. Cresson presently sent the shell pendant to Professor F. W. Putnam, then Curator of the Peabody Museum in Cambridge, along with a detailed report of where it was found. He had read of Putnam and knew that the scientist would welcome any data to prove that stone-age men had lived in the East in glacial times, a point that had not been established."
mdp.39015047452787,Contemporary American Indian writing : unsettling literature /,1999,134,4,extinct,,,"quotation, race","We will soon be as extinct as the buffalo if we don't go back to them things"" (191).","this chapter that Slash discovers what he has thought was missing. As Old Man tells Slash, ""It is not the culture that is lost. It is you. The culture that belongs to us is handed down in the sacred medicine ways of our people. . . .","We will soon be as extinct as the buffalo if we don't go back to them things"" (191). Self-preservation and American Indian survival require not only knowledge but also praxis of the ""Indian"" way (211). Slash must practice his culture, which includes speaking his language, to fulfill his role as ""a keeper of the ways"" (205, 211). Slash realizes that cultural adaptation, without assimilation, is necessary to ensure the survival of his community (210). While this rebuilding involves both internal and external changes, Slash believes that the former is more important than the latter because without internal change—pride in being ""Indian,"" in difference— external changes cannot be meaningful (218)."
uva.x000547405,Delaware's buried past ; a story of archaeological adventure /,1968,50,11,extinct,,1,animal,This object and Cresson's shell are to date the only artifacts found in the East bearing the likeness of an extinct animal.,"The same year a carving of a mammoth on ivory from a mammoth tusk was found in the cave of La Madeleine in France by Lartet. This spurred on the quest in America, and Cresson continued to give attention to the upper Delaware region in search of further clues of ancient man. * Several years * In 1872 a farmer in Buckingham Township, Pa., plowed up half of a stone gorget, and nine years later found the other part. Known as the Lenape stone, it bore the incised likness of a mammoth being pursued by hunters.",This object and Cresson's shell are to date the only artifacts found in the East bearing the likeness of an extinct animal.
mdp.39015047559938,Native American prophecies /,1999,262,14,extinct,,,village,"Instead, with great stealth, he arrived after dark and climbed up the rocky face of a cliff to await the dawn below the extinct village of Awatovi on westernmost Antelope Mesa.","According to oral history translated by Oswald White Bear Fredricks and used by Frank Waters in his Book of the Hopi, the prophesied date of the Pahana's arrival was, strangely enough, the same as that of Quetzalcoatl's return to the Aztecs: A.D. 1519 or Ce Acatl, the equivalent date by the Aztec calendar. “Every year in Oraibi, on the last day of Soyal, a line was drawn across the six-foot-long stick kept in the custody of the Bear Clan to mark the time for his arrival. The Hopis knew where to meet him: at the bottom of Third Mesa if he was on time, or along the trail at Sikya'wa [Yellow Rock], Chokuwa [Pointed Rock], Nahoyungvasa (Cross Fields], or Tawtoma just below Oraibi, if he was five, ten, fifteen, or twenty years late. Now the stick was filled with markings; Pahana was twenty years late.” Don Pedro de Tovar, however, appeared at none of these places.","Instead, with great stealth, he arrived after dark and climbed up the rocky face of a cliff to await the dawn below the extinct village of Awatovi on westernmost Antelope Mesa. Castaneda de Nagera, chronicler of the Coronado expedition, tells us that the Hopis, who had never seen a horse, had heard that the Zuni had been “captured by very fierce people, who traveled on animals which ate people.” to va"
uva.x000547405,Delaware's buried past ; a story of archaeological adventure /,1968,181,3,extinct,,1,animal,"The most significant point of the discovery was that the bison remains were not those of the Bison Americanus which roamed the plains in the historic period, but were the bones of Bison Taylori, an animal which is believed to have become extinct on the American continent between fifteen thousand and twentyfive thousand years ago.","herd had gathered at a water hole and were struck down by hunters. Most of the animals' tail bones were missing, hinting further at the work of human hands that removed the tails. Far more conclusive of man's presence were a number of chipped dart points mixed with the animal bones, the instruments that had caused their death.","The most significant point of the discovery was that the bison remains were not those of the Bison Americanus which roamed the plains in the historic period, but were the bones of Bison Taylori, an animal which is believed to have become extinct on the American continent between fifteen thousand and twentyfive thousand years ago. The stone darts found mingled with the bones of the extinct bison were new to archaeologists. They were of a distinctive type, having a longitudinal channel or fluting on each face different from the typical Indian stone arrowhead. These points, which were probably fastened to javelins, were given the name Folsom Points, and archaeologists set about to find others like them in similar settings. Later, near Fort Collins, Colorado, a camping place that had been frequented by Folsom hunters was found, and subsequently other sites were located in the West."
uva.x000547405,Delaware's buried past ; a story of archaeological adventure /,1968,181,4,extinct,,1,animal,The stone darts found mingled with the bones of the extinct bison were new to archaeologists.,"herd had gathered at a water hole and were struck down by hunters. Most of the animals' tail bones were missing, hinting further at the work of human hands that removed the tails. Far more conclusive of man's presence were a number of chipped dart points mixed with the animal bones, the instruments that had caused their death. The most significant point of the discovery was that the bison remains were not those of the Bison Americanus which roamed the plains in the historic period, but were the bones of Bison Taylori, an animal which is believed to have become extinct on the American continent between fifteen thousand and twentyfive thousand years ago.","The stone darts found mingled with the bones of the extinct bison were new to archaeologists. They were of a distinctive type, having a longitudinal channel or fluting on each face different from the typical Indian stone arrowhead. These points, which were probably fastened to javelins, were given the name Folsom Points, and archaeologists set about to find others like them in similar settings. Later, near Fort Collins, Colorado, a camping place that had been frequented by Folsom hunters was found, and subsequently other sites were located in the West. The distinctive fluted Folsom points were uncovered in direct association not only with the bones of the extinct bison, but intermingled with the remains of extinct mammoth, American camel, musk ox, ground sloth, and antelope."
uva.x000547405,Delaware's buried past ; a story of archaeological adventure /,1968,181,8,extinct,,1,animal,"The distinctive fluted Folsom points were uncovered in direct association not only with the bones of the extinct bison, but intermingled with the remains of extinct mammoth, American camel, musk ox, ground sloth, and antelope.","The most significant point of the discovery was that the bison remains were not those of the Bison Americanus which roamed the plains in the historic period, but were the bones of Bison Taylori, an animal which is believed to have become extinct on the American continent between fifteen thousand and twentyfive thousand years ago. The stone darts found mingled with the bones of the extinct bison were new to archaeologists. They were of a distinctive type, having a longitudinal channel or fluting on each face different from the typical Indian stone arrowhead. These points, which were probably fastened to javelins, were given the name Folsom Points, and archaeologists set about to find others like them in similar settings. Later, near Fort Collins, Colorado, a camping place that had been frequented by Folsom hunters was found, and subsequently other sites were located in the West.","The distinctive fluted Folsom points were uncovered in direct association not only with the bones of the extinct bison, but intermingled with the remains of extinct mammoth, American camel, musk ox, ground sloth, and antelope. Some of the Folsom points were observed imbedded in the bones of the extinct creatures, certain proof that man was contemporary with the animals. We know very little about the mode of life of these early Folsom men and less about their appearance. They left behind no traces of pottery or agriculture, and we are led to assume that they were itinerant hunters. We cannot be sure that they used bows and arrows, for, as intimated, the Folsom point may have been a spear tip, the people not yet having reached the advanced stage of the bow and arrow."
uva.x000547405,Delaware's buried past ; a story of archaeological adventure /,1968,181,9,extinct,,1,animal,"Some of the Folsom points were observed imbedded in the bones of the extinct creatures, certain proof that man was contemporary with the animals.","The stone darts found mingled with the bones of the extinct bison were new to archaeologists. They were of a distinctive type, having a longitudinal channel or fluting on each face different from the typical Indian stone arrowhead. These points, which were probably fastened to javelins, were given the name Folsom Points, and archaeologists set about to find others like them in similar settings. Later, near Fort Collins, Colorado, a camping place that had been frequented by Folsom hunters was found, and subsequently other sites were located in the West. The distinctive fluted Folsom points were uncovered in direct association not only with the bones of the extinct bison, but intermingled with the remains of extinct mammoth, American camel, musk ox, ground sloth, and antelope.","Some of the Folsom points were observed imbedded in the bones of the extinct creatures, certain proof that man was contemporary with the animals. We know very little about the mode of life of these early Folsom men and less about their appearance. They left behind no traces of pottery or agriculture, and we are led to assume that they were itinerant hunters. We cannot be sure that they used bows and arrows, for, as intimated, the Folsom point may have been a spear tip, the people not yet having reached the advanced stage of the bow and arrow. If so, it is clear that the Folsom hunter ran down his game on foot, matching his wits against animals fleeter on foot than he and far mightier in strength and endurance."
uva.x000547405,Delaware's buried past ; a story of archaeological adventure /,1968,226,5,extinct,,1,animal,"During this primitive stage the people which Dr. Frank H. H. Roberts, Jr., termed Paleo-Indians ancestors of the later Indians – pursued mammoth, mastodon, ground sloth, a defunct species of bison, and other prehistoric animals now extinct.","to the prehistoric Indian cultures which were at a high stage of development when the first Dutch explorers like Hendricksen and Mey first entered Delaware Bay in the early seventeenth century. Earlier periods of the Woodland Stage extended farther back into prehistoric times with different types of artifacts probably characterizing the different periods, but this information is still inexact. Earlier than the Woodland Stage, there was an Archaic Stage, in which the first clay pottery appeared and in which the artifacts differed from those found in the Woodland Stage. In other states where dating systems have been refined, archaeologists have a basis for referring to Late and Early periods of this Archaic Stage, but in the Delaware Valley these periods have not yet been clearly resolved in terms of time spans. An even older chapter of man's existence on the North American continent is called the Early Hunter Stage.","During this primitive stage the people which Dr. Frank H. H. Roberts, Jr., termed Paleo-Indians ancestors of the later Indians – pursued mammoth, mastodon, ground sloth, a defunct species of bison, and other prehistoric animals now extinct. These Paleo-Indians had not yet developed pottery nor the bow and arrow, and had no knowledge of agriculture. They were nomadic huntsmen, and in the process of killing, cutting up, and devouring the flesh of the prehistoric mammals they used stone-tipped javelins and scrapers and knives having specialized flaking. The existence of these Paleo-Indians in the Far West was proved by the recovery of the distinctly fluted Folsom points at Folsom, New Mexico; Lindenmeier, Colorado; Lubbock, Texas; the Brewster Site in eastern Wyoming, and elsewhere. The Folsom point has now been conclusively associated with animals of the Late Pleistocene, particularly the remains of extinct bison."
uva.x000547405,Delaware's buried past ; a story of archaeological adventure /,1968,226,9,extinct,,1,animal,"The Folsom point has now been conclusively associated with animals of the Late Pleistocene, particularly the remains of extinct bison.","An even older chapter of man's existence on the North American continent is called the Early Hunter Stage. During this primitive stage the people which Dr. Frank H. H. Roberts, Jr., termed Paleo-Indians ancestors of the later Indians – pursued mammoth, mastodon, ground sloth, a defunct species of bison, and other prehistoric animals now extinct. These Paleo-Indians had not yet developed pottery nor the bow and arrow, and had no knowledge of agriculture. They were nomadic huntsmen, and in the process of killing, cutting up, and devouring the flesh of the prehistoric mammals they used stone-tipped javelins and scrapers and knives having specialized flaking. The existence of these Paleo-Indians in the Far West was proved by the recovery of the distinctly fluted Folsom points at Folsom, New Mexico; Lindenmeier, Colorado; Lubbock, Texas; the Brewster Site in eastern Wyoming, and elsewhere.","The Folsom point has now been conclusively associated with animals of the Late Pleistocene, particularly the remains of extinct bison. I said on page 152 that “Future research may, of course, reveal the existence in America of a people who were here prior to the coming of Folsom man.” This has proved to be a correct assumption, for another more generalized type of"
uva.x000547405,Delaware's buried past ; a story of archaeological adventure /,1968,228,1,extinct,,1,animal,"Excavations beginning in 1934 at Blackwater Draw near Clovis, New Mexico, by John L. Cotter of the Philadelphia Academy of Natural Sciences revealed an upper strata containing Folsom points in association with extinct bison, and below this layer were the remains of two mammoths having in association four points of the style since known as Clovis points.","fluted point, termed the Clovis, has since been found, and the evidence is clear that it was made by earlier hunters than those who made the Folsom points.","Excavations beginning in 1934 at Blackwater Draw near Clovis, New Mexico, by John L. Cotter of the Philadelphia Academy of Natural Sciences revealed an upper strata containing Folsom points in association with extinct bison, and below this layer were the remains of two mammoths having in association four points of the style since known as Clovis points. These points were similar to three points found in 1932 by scientists of the Denver Museum of Natural History at Dent, Colorado, in association with a large concentration of mammoth bones. Since the discovery at Blackwater Draw, Clovis points have been found in association with mammoth remains at Domebo Canyon, Oklahoma; Lehner Ranch Arroyo, New Mexico; Miami in the Texas Panhandle; Naco, Arizona; and elsewhere. Archaeologists have concluded from these discoveries that there were two separate groups of primitive hunters: the earliest, primarily mammoth killers, who made Clovis points, followed by a group who were primarily bison killers who made Folsom points. Carbon dating of the mammoth bones found in association with the Clovis points has dated the Clovis people to 9000 B.C."
uva.x000547405,Delaware's buried past ; a story of archaeological adventure /,1968,229,4,extinct,,1,animal,"Twenty-five years ago there was considerable doubt whether the Paleo-Indians actually made their way to eastern America, but the increasing number of fluted points found in the East now leads archaeologists to believe that the javelin-wielding, prepottery hunters reached the Atlantic seaboard as they pursued the herds of game now extinct.","199 to produce the flute channels. These are normally broken out less than half way to the tip in what is called a hinge fracture. I pointed out (page 152) that the fluted points found on the surface in the East, which were then termed Folsom points, were “not true Folsom points, but may be classed as Folsomlike, and present a problem of great interest.” It is now clear that what were called Folsom points in Delaware twenty-five years ago were more like the Clovis points which have since been found in the West.","Twenty-five years ago there was considerable doubt whether the Paleo-Indians actually made their way to eastern America, but the increasing number of fluted points found in the East now leads archaeologists to believe that the javelin-wielding, prepottery hunters reached the Atlantic seaboard as they pursued the herds of game now extinct. What happened was that during the period of the last glaciation the ice sheet that advanced down the North American continent forced the northern animals southward in search of sufficient vegetation to feed on. As these animals moved into the Delaware Valley it is likely that they were followed by bands of Paleo-Indian hunters. There is ample evidence that the mastodon and mammoth lived along the Atlantic seaboard during the Pleistocene or Ice Age, although no fluted points, or other evidences of man, have yet been found in the East with their fossilized remains. To date no remains of these huge mammals have yet been uncovered in Delaware, but that does not necessarily mean they were not here, because the bones of the mastodon have been found as close as Mannington Township in Salem County, New Jersey, and at Reading in Berks County, Pennsylvania."
uva.x000547405,Delaware's buried past ; a story of archaeological adventure /,1968,231,1,extinct,,1,animal,"When that happens, it will be archaeology's most thrilling moment, because it will prove the hypothesis that the Paleo-Indian hunters pursued and killed prehistoric mammals, which have been extinct in the East for several thousand years.","201 scrapers and to surface sites where these objects were apparently made, the archaeologist lives in constant hope of finding a kill site where the fluted points, scrapers, and the bones of the slain animals will all be uncovered in one complex as in the West.","When that happens, it will be archaeology's most thrilling moment, because it will prove the hypothesis that the Paleo-Indian hunters pursued and killed prehistoric mammals, which have been extinct in the East for several thousand years. The age-old question of the antiquity of Man in eastern America will then have a definitive answer."
