volume_id,title,page,sentence,keyword,Ontopic?1=no,P=positveN=negative[empty]=neutral/other-ForONTOPIConly,context,before_sentence,after_sentence,year
wu.89066118423,A guide to the Indian tribes of Oklahoma.,113,5,Frontier,,,"The Chickasaw, who were advanced in civilization, educated their children and generally lived in comfortable circumstances according to Mississippi frontier standards, although they still held to many of their old tribal customs and beliefs.","89 two nations. The people of the Chickasaw District were to have equal representation in the Choctaw General Council with the citizens of other districts organized under the Choctaw (q.v.) government. Each Choctaw and Chickasaw had the right to choose a location and make a home in any district in the country. For the rights and privileges secured in the Doaksville treaty, the Chickasaw were to pay $530,000 out of their national funds to the Choctaw Nation. It was further stipulated that all financial affairs of the two nations should be kept entirely separate and under the control of their respective officers.","The Chickasaw, who were advanced in civilization, educated their children and generally lived in comfortable circumstances according to Mississippi frontier standards, although they still held to many of their old tribal customs and beliefs. Missionary efforts had been begun among the people in 1819 by the Reverend Robert Bell, under the auspices of Elk Presbytery of the Cumberland Presbyterian church. They were the wealthiest of any of the Indian nations or tribes when they emigrated from Mississippi in the winter of 1837-38. A large national fund from the sale of their lands (approximately 6,283,804 acres) had been invested under government auspices to bring in an income to be paid out in annuities or for the benefit of all the Chickasaw. All families had disposed of their allotments to advantage and invested some of the proceeds in Negro slaves.",1951
wu.89066118423,A guide to the Indian tribes of Oklahoma.,126,5,Frontier,,,"On the Southwestern frontier, far from the battlegrounds in the struggle between the English and the French known in American history as the French and Indian Mosholatubbe in 1834, from the Catlin painting in the Smithsonian Institution War, the Choctaw took little part in this conflict.","interests had been played upon by the Europeans. The terms of the Grand-Pre treaty had the effect of uniting the Choctaw. From their experience in the long period of bitter strife and bloodshed, they became skilled as diplomats, a reputation that they have held in Oklahoma. Governor Kerlerec, who succeeded De Vaudreuil in 1753, stated after meeting their leaders, ""They are men who reflect, and who have more logic and precision in their reasoning than is commonly thought."" A year later he again remarked with some heat that they were ""covetuous, lying and treacherous.""","On the Southwestern frontier, far from the battlegrounds in the struggle between the English and the French known in American history as the French and Indian Mosholatubbe in 1834, from the Catlin painting in the Smithsonian Institution War, the Choctaw took little part in this conflict. After the defeat of the French and the signing of the peace treaty at Paris, the Mississippi tribes were under British rule. In 1765, the English authorities at Mobile negotiated a treaty with the Chickasaw and the Choctaw, establishing the eastern boundary lines and determining trading relations for the two tribes. Yet French influence remained among the Choctaw with the marriages, before and during this period, of a number of Frenchmen with Choctaw women, whose descendants are well known in the history of the tribe, among them the Juzon, Cravat, LeFlore, and Durant families. During the American Revolution, Choctaw warrors served on the side of the Americans under the command of Generals Washington, Morgan, Wayne, and Sullivan.",1951
wu.89066118423,A guide to the Indian tribes of Oklahoma.,127,4,Frontier,,,"Choctaw affairs were henceforth more or less involved with Spanish policies and land claims on the Southwestern frontier, even to the Spanish treaty with the United States in 1819.","tinguished service in the American forces in World War II. In 1783, the same year that the United States established independence by the Treaty of Paris, England was also forced to give up to Spain all claims in the province of Florida, a large part of the Choctaw country lying within the Spanish area. From that time, Spain made every effort to establish the southeastern tribes as a barrier against the United States. Among treaties made with several tribes by the Spanish officials at Pensacola in 1784, that with the Choctaw acknowledged the protection of Spain and agreed that trade should be carried on only with persons holding Spanish licenses.","Choctaw affairs were henceforth more or less involved with Spanish policies and land claims on the Southwestern frontier, even to the Spanish treaty with the United States in 1819. In the meantime, friendly trading relations with the Choctaw were important to the new American Republic, especially since they held rich lands in the lower Mississippi Valley. The tribal chiefs and captains made the long journey overland in 1786 to Hopewell, on the Keowee River in South Carolina, where they signed the first treaty between the Choctaw Nation and the United States. It defined the boundaries of the Choctaw hunting lands, acknowledged the protection of the United States, and provided for the establishment of trading posts and trading relations within the Choctaw domain. Through the years to Oklahoma statehood in 1907, the Choctaw Nation was a party to a total of sixteen treaties and agreements with the United States government, each one of which either made large concessions or outright cessions of land, or both, to the United States.",1951
wu.89066118423,A guide to the Indian tribes of Oklahoma.,147,0,Frontier,,,brought on war between the Comanche and the Osage that endangered the Western frontier.,,"brought on war between the Comanche and the Osage that endangered the Western frontier. Increase of Indian depredations brought widespread alarm among the settlers of the Southwest in 1857. When the hostile Texans resumed a war of extermination against the Indians, especially the Northern Comanche and their allies the Kiowa, detachments of Texas Rangers, as well as United States troops accompanied by friendly Indian scouts employed from the reservations on the Brazos, brought the war north across Red River into western Indian Territory. In the spring of 1858, a Comanche village near the mouth of Little Robe Creek in what is now southwestern Ellis County, Oklahoma, was attacked by a detachment of Texas Rangers and Indian scouts from the Brazos under the command of Captain John S. Ford. In the fight, the Comanche chief, Pohebits Quasho, or ""Iron Jacket,"" who had bravely tried to ward off the attack on the village, was killed.",1951
wu.89066118423,A guide to the Indian tribes of Oklahoma.,156,18,Frontier,,,"This same year, Tecumseh, the Shawnee chief, visited Tukabatchee, where he sought the co-operation of the Creek Nation in building up a great confederacy of all Indian tribes to check the advancing frontier of the United States.","Another celebrated leader was William Weatherford, born about 1780, the son of a British trader and his Creek wife, a halfsister of Alexander McGillivray. Two who bore native names were Menawa (Big Warrior), born about 1765, a second chief of the Upper Creek, who came to the Indian Territory in 1836; and Opothleyahola (Hupuihilth Yahola), born about 1798, who lived at Tukabatchee Town where he became the principal speaker in the Upper Creek council. Carrying out an agreement with Georgia to extinguish the Indian title to all lands within the borders of the state, the United States had secured the relinquishment of millions of acres from the Creek Nation by 1805. The chiefs and leaders became alarmed at the prospect of losing all their country at the hands of the clamoring, land-hungry Anglo-Americans. During a council of the Creek Nation in 1811, Chief William McIntosh secured approval of a law forbidding the sale of any more tribal land under penalty of death.","This same year, Tecumseh, the Shawnee chief, visited Tukabatchee, where he sought the co-operation of the Creek Nation in building up a great confederacy of all Indian tribes to check the advancing frontier of the United States. His cult of doing away with everything learned from the white people was adopted by a group of Creek ""prophets"" who opposed the Anglo-American civilization and secretly promoted a return to the old tribal ways and beliefs. These moves were in the background when at the beginning of the War of 1812 the Creek national council decided to remain neutral. The following year, some Creek war parties were implicated in troubles with white settlers on the frontier, which together with",1951
wu.89066118423,A guide to the Indian tribes of Oklahoma.,156,21,Frontier,,,"The following year, some Creek war parties were implicated in troubles with white settlers on the frontier, which together with","The chiefs and leaders became alarmed at the prospect of losing all their country at the hands of the clamoring, land-hungry Anglo-Americans. During a council of the Creek Nation in 1811, Chief William McIntosh secured approval of a law forbidding the sale of any more tribal land under penalty of death. This same year, Tecumseh, the Shawnee chief, visited Tukabatchee, where he sought the co-operation of the Creek Nation in building up a great confederacy of all Indian tribes to check the advancing frontier of the United States. His cult of doing away with everything learned from the white people was adopted by a group of Creek ""prophets"" who opposed the Anglo-American civilization and secretly promoted a return to the old tribal ways and beliefs. These moves were in the background when at the beginning of the War of 1812 the Creek national council decided to remain neutral.","The following year, some Creek war parties were implicated in troubles with white settlers on the frontier, which together with",1951
wu.89066118423,A guide to the Indian tribes of Oklahoma.,169,18,Frontier,,,"In the van of all the Indian tribes moving westward for a period of two hundred years, during which they contributed to the history of ten different states, the Delaware won the reputation of being wild and implacable in the frontier wars and in their determined opposition to Anglo-American settlement.","The Delaware have been generally notable for their light complexion and wellproportioned physique. Early missionaries and historians who lived among them described them as discreet and modest and unassuming in their relations with others. Tribal chiefs and leaders were commended for their intelligence, good sense, and justice. The women were looked upon with respect by their own people, and the men were well known for their ability and trustworthiness as scouts and guides. Many Delaware served on important exploring expeditions in early days of the West and Southwest, including those of John F. Fremont to the Pacific Coast and Captain Randolph B. Marcy through Oklahoma.","In the van of all the Indian tribes moving westward for a period of two hundred years, during which they contributed to the history of ten different states, the Delaware won the reputation of being wild and implacable in the frontier wars and in their determined opposition to Anglo-American settlement. At the end of nearly every one of their many different moves from the Atlantic Coast to Oklahoma, United States agents and others pointed out the debasing effects of such moves and the miserable condition of the tribal members through dissipation and shiftless habits. Yet, wherever the Delaware remained for a time, their settlements were remarkable for their well-cultivated fields and good crops and in the industry of the people. 4> Present Location. Two groups of Delaware live in Oklahoma.",1951
wu.89066118423,A guide to the Indian tribes of Oklahoma.,172,7,Frontier,,,The intertribal feud that arose from this insult was important in the later history of the Pennsylvania and the Ohio frontiers.,"The tribe also retained the right to remain within the tract which, at the end of the Walk, was found to include their settlements at the Forks of the Delaware River. Early in the seventeen twenties, the Iroquois Confederacy in New York, better known from this time on as the Six Nations, finding themselves threatened on the north by their enemies, the French and their Indian allies, set out to strengthen the confederacy by inviting the Delaware to take the middle or neutral position as peacemaker in the organization. The Delaware accepted and were firm in keeping the position. Some years later, they refused to take part in the fighting over some intertribal land claims and in troubles with MURIEL H. WRIGHT Black Beaver white squatters on Indian-owned lands. This angered a part of the Iroquois, who retaliated by calling the Delaware ""women.""","The intertribal feud that arose from this insult was important in the later history of the Pennsylvania and the Ohio frontiers. In 1751, the Delaware began settling in eastern Ohio with the Huron {see Wyandot). Within another decade, most of the tribe were living on the Muskingum and other streams in Ohio. Early in the French and Indian War, they declared their independence from the Iroquois, most of the Delaware in Ohio siding with the French. The first treaty made by the United States with an Indian tribe was with the Delaware at Fort Pitt in 1778.",1951
wu.89066118423,A guide to the Indian tribes of Oklahoma.,172,14,Frontier,,,"This plan had been promoted by the Reverend Davis Zeisberger, the zealous Moravian missionary who, though he favored the Iroquois, would thus placate the powerful and hostile Delaware on the frontier and make them the leader of all the tribes.","Within another decade, most of the tribe were living on the Muskingum and other streams in Ohio. Early in the French and Indian War, they declared their independence from the Iroquois, most of the Delaware in Ohio siding with the French. The first treaty made by the United States with an Indian tribe was with the Delaware at Fort Pitt in 1778. At the beginning of the Revolution, Captain White Eyes of the Unami and his followers had declared themselves in favor of the American colonists; Captain Pipe of the Minsi and his followers had remained friendly with the British. Both leaders were signers of the treaty at Fort Pitt, in which the first official statement appeared for the organization of an Indian state, Article VI providing that, with the approval of Congress, an Indian state should be formed with the ""Delaware nation"" at the head and should have representation in Congress.","This plan had been promoted by the Reverend Davis Zeisberger, the zealous Moravian missionary who, though he favored the Iroquois, would thus placate the powerful and hostile Delaware on the frontier and make them the leader of all the tribes. Missionary efforts of the Moravian church had been carried on among the Delaware since early in the seventeen forties, one of the earliest missions having been planted in the Wyoming Valley. The massacre of the peaceful, Christian Delaware at the Moravian mission of Gnadenhutten, Ohio, in March, 1782, was an atrocity perpetrated by frontiersmen that made the tribe a determined foe to the advance of the Anglo-American settlements. To escape the murderous war in Ohio, a",1951
wu.89066118423,A guide to the Indian tribes of Oklahoma.,173,10,Frontier,,,"His four sons—Captains Shounack, Secondyan, Pushkies, and Sarcoxie—were well known as trustworthy scouts and guides on the Western frontier for many years.","The chiefs and leaders of twelve tribes, including the Delaware, met General Wayne on August 3, 1795, at Greenville in western Ohio (present Darke County), where a treaty was signed granting them the rights of hunting, planting, and dwelling within all the region included in what is now northern Ohio, Indiana, Illinois, Michigan, and Wisconsin, with the exception of certain tracts reserved by the United States. Within thirty-five years after the treaty of Greenville, the Delaware signed twelve treaties with the United States: That signed at St. Mary's in Ohio, in 1817, ceded all tribal lands in Indiana to the United States and guaranteed the tribe a country west of the Mississippi River; another, signed on August 3, 1829, ceded the last of the Delaware lands in Ohio; and that signed September 24, 1829, provided for the removal of the tribe from Missouri to the country selected at the forks of the Kansas and Missouri rivers (eastern Kansas), which was ""conveyed and secured by the United States, to the said Delaware Nation, as their permanent residence."" This treaty was signed by twelve of the leading Delaware, headed by William Anderson, the venerated principal chief of the tribe. Chief Anderson moved west to the new location on the Kansas River with a band of one hundred Delaware in 1830. Before his death a year later, he spoke of his satisfaction and pleasure in ""seeing his people settled in their own country, where they were to remain.""","His four sons—Captains Shounack, Secondyan, Pushkies, and Sarcoxie—were well known as trustworthy scouts and guides on the Western frontier for many years. The Delaware reservation embraced 924,160 acres in a triangular tract between the Kansas and Missouri rivers, extending west forty miles from the Missouri boundary and thence north forty miles. Beyond this tract, a hunting outlet ten miles wide extended from the western boundary indefinitely west. When Independence, Missouri, and later Westport became ports of trade on the Santa Fe Trail, some of the Delaware were employed as trappers, hunters, drivers, and guides by Western fur companies, including the American Fur Company and the Bent and St. Vrain. Many members of the tribe were energetic and enterprising as farmers, settling in the eastern part of the reservation on the military trail to Fort Leavenworth.",1951
wu.89066118423,A guide to the Indian tribes of Oklahoma.,223,4,Frontier,,,"White people on the frontier called the second tribe Missouri, ""great muddy,"" because they were located on the Missouri River.","OTO AND MISSOURI 199 OTO AND MISSOURI The Oto and the Missouri speak the same language and have been officially classed as one tribal group since their settlement in the Indian Territory. They are now referred to as the Oto, usually found spelled ""Otoe"" in Indian agency records, the Missouri having lost their separate tribal identity because of their comparatively small number. The two tribes, together with the Iowa (q.v.), are the Chiwere group of the Siouan linguistic family. The name Oto is from the Siouan term waiota, ""lechers.""","White people on the frontier called the second tribe Missouri, ""great muddy,"" because they were located on the Missouri River. The Oto and the Missouri were primarily agriculturists. When they first made a treaty with the United States in 1817, they were a restless, contentious people living in several villages along the Platte River in what is now Nebraska, a small tribal group who had to maintain themselves in the midst of enemy forces. An army officer who visited them in 1844 wrote that they were unlike other Indians, for they lacked dignity, were given to levity, and were frivolous and careless. Their United States Indian agents, in contrast, generally spoke well of them for their loyalty, energy, and pleasant ways.",1951
wu.89066118423,A guide to the Indian tribes of Oklahoma.,232,13,Frontier,,,"The great influx of white settlers on the Western frontier after the Gold Rush to California in 1849 soon saw the Peoria and Kaskaskia joining their neighbors, the Wea and Piankashaw, to form a confederated tribe for mutual benefit and welfare.","The main part of the Peoria, however, remained on the Illinois River. From their first treaty with the United States in 1818, the Peoria were united with the Kaskaskia (q.v.). By the terms of a treaty in 1832 the remnants of five tribes of the Illinois Confederacy {see Illinois) gave up their land claims in Illinois and Missouri to the United States. A reserved tract of 150 sections on the Osage River was assigned the Peoria and the Kaskaskia, extending east from the Wea and Piankashaw reserve in present Miami County, Kansas. Here, within a few years, the Peoria were prospering as a sober, industrious people under the influence of a Roman Catholic mission.","The great influx of white settlers on the Western frontier after the Gold Rush to California in 1849 soon saw the Peoria and Kaskaskia joining their neighbors, the Wea and Piankashaw, to form a confederated tribe for mutual benefit and welfare. This confederation also counted among its members the descendants and last remnants of the Cahokia, Moingwena, Michigamea, and Tamaroa (q.v.), who had become a part of the Peoria many years before, as well as the Pepikokia, who had joined the Wea and Piankashaw in the latter part of the eighteenth century. An Indian agent in 1851 reported that the Peoria and Kaskaskia and their allied tribes had practically lost their tribal identity through intermarriage among themselves and with white people. A treaty with Commissioner Manypenny in behalf of the United States, at Washington, D. C., in 1854 officially recognized this union of tribes, henceforth usually referred to as the Confederated Peoria. This treaty, made in the same year that the Territory of Kansas was organized, provided for the opening of the Peoria-Kaskaskia and the WeaPiankashaw reserves by sale of the surplus lands to white settlers after setting aside a reserve of ten sections to be held in common by the confederated tribes, in addition to an allotment of 160 acres to each tribal member.",1951
wu.89066118423,A guide to the Indian tribes of Oklahoma.,239,2,Frontier,,American frontier,"The Potawatomi as a tribe always lacked unity of action, and when the settlers on the American frontier crowded in upon them, they scattered in bands in different directions.","POTAWATOMI 215 ber of any of the signatory tribes to that document. The Potawatomi were again allied with Great Britian in the War of 1812, the hostility of the tribe terminating in a treaty with the United States in 1815.","The Potawatomi as a tribe always lacked unity of action, and when the settlers on the American frontier crowded in upon them, they scattered in bands in different directions. The names of one or more of these tribal bands appear on fifty-three treaties between the Potawatomi and the United States (not counting the agreement for allotment in 1890), the first of these documents dated at Fort Hamar, Ohio, January 9, 1789, and the last at Washington, D. C., February 27, 1867. Probably the best known of these treaties was that signed at Chicago in 1833, under which the united Potawatomi, Chippewa, and Ottawa ceded five million acres of land to the United States. As a result, most of the Potawatomi were living west of the Mississippi by 1840. The portion of the tribe that settled in Iowa became known as the Potawatomi of the Prairie, or Prairie Band, their principal settlement being near Council Bluffs, in Pottawatomie County, Iowa.",1951
wu.89066118423,A guide to the Indian tribes of Oklahoma.,252,2,Frontier,,SC,"SEMINOLE The Seminole are classified among the Muskhogean peoples, a group of remnant tribes having joined in forming this division in Florida during the border wars between the Spanish and the English colonists on the Florida-Carolina frontier in the eighteenth century.","their tribal ceremonials and dances in the vicinity of the South Community House northeast of Shawnee, in Pottawatomie County, at an announced time late in the summer. Suggested Readings: Grant Foreman, Last Tre\ of the Indians; Hargrett, Laws of the American Indians; Hodge, Handboo\ of American Indians; Jones, Fox Texts; Michelson, Fox Ethnology; Rideout, William Jones; Skinner, Ethnology of the Sau\ Indians.","SEMINOLE The Seminole are classified among the Muskhogean peoples, a group of remnant tribes having joined in forming this division in Florida during the border wars between the Spanish and the English colonists on the Florida-Carolina frontier in the eighteenth century. The name Seminole, first generally applied to the tribe about 1778, is from the Creek word seminole, ""runaway,"" signifying emigrants, or those who left the main body and settled in another part of the country. The Seminole are one of the Five Civilized Tribes in Oklahoma. More than any other of these tribes, they are a cosmopolitan Indian group. Both their men and their women have always been remarkable in their appearance.",1951
wu.89066118423,A guide to the Indian tribes of Oklahoma.,252,30,Frontier,,SC,"The victory of the English colonists on the Carolina frontier in the Indian war of 1715, called the Yamassee Uprising, was soon followed by the departure of some of the tribes from this region, the Oconee emi-","The first official census of the tribe in Florida was made in 1823, reporting their total population at 4,883. There were about 800 Seminole in Florida in 1950, previous census reports from the United States Indian Office showing an increase in their numbers from 476 in 1924. 4> History. The nucleus of the Seminole Indians was a tribe called the Oconee who lived on the Oconee River, near the present town of Milledgeville, Georgia, in the seventeenth century. The Oconee were a part of the Hitchiti (q.v.), the most important of the native Indian peoples discovered in what is now southern Georgia.","The victory of the English colonists on the Carolina frontier in the Indian war of 1715, called the Yamassee Uprising, was soon followed by the departure of some of the tribes from this region, the Oconee emi-",1951
wu.89066118423,A guide to the Indian tribes of Oklahoma.,263,13,Frontier,,,"These people were civilized according to frontier standards, were generally steady in deportment, and most of them could speak English, although they were not interested in a school for their children.","The two tribal groups gave up to the United States all claims to lands lying west of the Neosho or Grand River (i.e., overlapping lands in the Cherokee Nation). As the United Nation, they were to occupy and hold in common a tract lying east of the Neosho or Grand River, bounded on the south by the Cherokee line and on the east by the Missouri state line, the north half, or 60,000 acres, to be granted in fee simple to the Mixed Band of Seneca and Shawnee, and the south half to the Seneca of Sandusky. This treaty, the first made by the United States with the immigrant Indians within the boundaries of Oklahoma, thus provided for the basic title of Seneca lands in this region, much of which was years later sold in small tracts to other Indian tribes. An official report in 1837 shows the general condition of the Seneca Agency tribes in the Indian Territory, from which there was little change during the next twentyfive years. A census report (1837) gives 200 Seneca of Sandusky, with Comstick, first civil chief; 211 Mixed Band Seneca and Shawnee, with Civil John, first civil chief; and 50 Mohawk (q.v.).","These people were civilized according to frontier standards, were generally steady in deportment, and most of them could speak English, although they were not interested in a school for their children. They did not live in villages, but settled in chosen locations over the country where they farmed and raised livestock. Their homes were neat log cabins furnished with homemade furniture, all constructed by themselves. One of the natives—John Brown—was a merchant who had a store near the agency. There was also a miller, a tailor, and a cooper among them.",1951
wu.89066118423,A guide to the Indian tribes of Oklahoma.,274,15,Frontier,,TX,By 1837 they had for the most part drifted toward the southwestern frontier of Texas and were among the tribes identified in Mexican territory.,"Specific mention of the tribe was made in the records of southwestern government relations—French and Spanish— in 1691. The French commandant, La Harpe, on his first expedition in Oklahoma in 1719 mentioned the Tonkawa (Tancaoye) as one of the ""roving nations"" in the upper Red River region. Until the close of the eighteenth century, they were hostile to the Lipan and Apache in the TexasOklahoma country, a condition which kept them generally friendly with the Comanche and the Caddo tribes. Tonkawa warriors were with the Comanche who destroyed the Catholic mission on the San Saba River, Texas, in 1758 {see Apache). From about 1800 the Tonkawa were allied with the Lipan and were friendly to the Texans and other southern divisions.","By 1837 they had for the most part drifted toward the southwestern frontier of Texas and were among the tribes identified in Mexican territory. A treaty of peace and commercial alliance was secured and signed by United States commissioners at Council Springs on the Brazos River, in Robertson County, Texas, the Tonkawa appearing among the tribes signing on May 15, 1846. Through subsequent activities of government agents in Texas, the tribe settled on the Lower Reserve on the Brazos River in Young County in 1855 with the Caddo and Anadarko. In the late summer of 1858, some Tonkawa were employed among the Indian scouts who accompanied several companies of the Second Cavalry under the command of Captain (Brevet Major) Earl Van Dorn on an expedition against the Comanche north of Red River in the Indian Territory. Just before Van Dorn's forces attacked a Comanche encampment near the Wichita Village {see Wichita) on Rush Creek, in present Grady County, Oklahoma, the Tonkawa scouts were active in locating and driving off the Indian horses in the vicinity of the encampment and the village, leaving the Comanche and the Wichita on foot during the ensuing fight.",1951
wu.89066262221,"Exterminate them : written accounts of the murder, rape, and slavery of Native Americans during the California gold rush, 1848-1868 /",12,2,Frontier,,mining,"Studies of gold rush mining laws, the adoption of the state constitution in 1850, and other historical facts seem to suggest an orderly and ultimately responsible reaction to the hectic events of a nineteenth-century mining frontier.","Underlying the events chronicled in this documented history of the California Indians in the gold rush is what I describe as the “chaos theory” of Gold Rush history. Historians and other writers have the tendency to assemble historical documents and measurable facts in such a way as to construct a rational, modular organization of data chronicling events that seem to unfold in a rather pedestrian and predictable manner.","Studies of gold rush mining laws, the adoption of the state constitution in 1850, and other historical facts seem to suggest an orderly and ultimately responsible reaction to the hectic events of a nineteenth-century mining frontier. However, a more analytical, thoughtful and critical study of this era through its historical documents reveals quite the contrary. There was, in fact, a complete breakdown of all legal and moral constraints on American immigrants' civic and criminal behavior. For example, California's first governor bluntly advocated Indian genocide by declaring, “A war of extermination will continue to be waged between the races until the Indian race becomes extinct.” This work documents the creation of state laws that virtually enslaved California Indians, despite the fact that California entered the Union as a ""free"" state.",1999
wu.89066262221,"Exterminate them : written accounts of the murder, rape, and slavery of Native Americans during the California gold rush, 1848-1868 /",23,7,Frontier,,,"José de Gálvez, the visitador-general of New Spain, feared the Russian presence on the northern frontier of the Spanish Empire.","In 1540, Francisco Vasquez de Coronado penetrated what is now the American Southwest, while his associates Hernan de Alarcon and Melchior Diaz briefly entered Alta and Baja California. Two years later, Juan Rodriguez Cabrillo and his men sailed up the California coast, making contact with Kumeyaays living near the shores of San Diego Bay and Tongva-Chumash of Catalina Island. Subsequent voyages up the coast by Sir Francis Drake and Sebastian Vizcaíno also resulted in minor interaction between Europeans and Indians. By right of discovery, these Europeans' nations claimed California, and Spain proclaimed that California's native peoples were subjects of the crown. Spain claimed Alta California but did not resettle the region until 1769.10 Despite these encounters, the Spanish did not invade and conquer California until they had heard rumors of Russian vessels sailing along the California coast during the 1760s.","José de Gálvez, the visitador-general of New Spain, feared the Russian presence on the northern frontier of the Spanish Empire. In order to fortify that region from Russian control, Gálvez dispatched a major expedition in 1769 led by Gaspar de Portolá and Father Junípero Serra. The priest set out to establish Catholic missions throughout upper California and convert the Indians to Christianity. He brought religious materials to achieve those ends as well as seeds and vegetables to instruct the Native Americans regarding European agricultural methods. Although Serra and other priests may have possessed what they considered to be honorable intentions in converting the Indians to Christianity, their presence introduced devastating diseases, widespread despair, and genocide among California's native peoples.",1999
wu.89066262221,"Exterminate them : written accounts of the murder, rape, and slavery of Native Americans during the California gold rush, 1848-1868 /",100,10,Frontier,,,". Graham to locate a ranch in Pleasant Valley, which will be the furthest outpost on our eastern frontier, and not far distant from the immigrant road.—Sacramento Transcript.","They were about five miles north-east of Johnson's ranch, in El Dorado county. We understand that the attack was made when the whites were not expecting any thing of the kind, but Major Wm. Graham had spent too much of his time in the Rocky Mountains to be totally unprepared and quick as the nature of the case would admit, his men were armed, and fought the Indians according to their own mode of warfare, from behind trees and rocks. The result of the fight was nine Indians killed and one white man wounded in the leg by a rifle ball. It is the intention of Maj",". Graham to locate a ranch in Pleasant Valley, which will be the furthest outpost on our eastern frontier, and not far distant from the immigrant road.—Sacramento Transcript. Daily Alta California, January 14, 1851 FURTHER INDIAN TROUBLES. — It will be seen by reference to the letter of our correspondent at San Jose, that an express arrived on Sunday from the Mariposa region, representing that there had been further outrages committed by the Indians, and calling upon the Executive for men and arms to protect them from the incursions of their wild neighbors. Daily Alta California, January 20, 1851 INDIAN TROUBLES.—There was a rumor in town yesterday, that a severe fight had taken place between the Indians and whites, in the vicinity of Burns, in which fifty Indians were killed and wounded, and fiften [sic] whites.",1999
wu.89066262221,"Exterminate them : written accounts of the murder, rape, and slavery of Native Americans during the California gold rush, 1848-1868 /",158,2,Frontier,,,"Civilized humanity will scarcely believe it possible for human beings to be degraded so far below savages, as are the filthy wretches who infect the frontier settlements, and commit such deeds of rapine and blood as we have here but inadequately described.","A gentleman who has spent much time in Mendocino county, informs us that the intercourse of the whites with the Clear Lake Indians, as they are called, has laid the foundation for the ultimate extermination of the race by disease, in the manner of the Sandwich Islands. Of five or six hundred squaws, from ten years old and upwards, he was assured that not a solitary individual was exempt!","Civilized humanity will scarcely believe it possible for human beings to be degraded so far below savages, as are the filthy wretches who infect the frontier settlements, and commit such deeds of rapine and blood as we have here but inadequately described. California Farmer, March 27, 1861 The Petaluma Journal of April 15, 1857, says that extensive Indian killing has taken place, and still is occurring in the vicinity of Round Valley. Information has been received in Petaluma, through a gentleman just from there, that within the past three weeks, from 300 to 400 bucks, squaws, and children have been killed by the whites. The cause of this wholesale killing, is stated to be the continued depredations by the Indians upon the stock of the settlers, and a resistance to the Reservation officials, in their attempts to collect the Indians upon the Reservation. In one instance a soldier belonging to Lieut.",1999
wu.89066262221,"Exterminate them : written accounts of the murder, rape, and slavery of Native Americans during the California gold rush, 1848-1868 /",166,5,Frontier,,,All good citizens and emigrants are interested in restoring to the frontier settlements the peaceful and amiable relations which once so happily existed between them and the Indians.,"California. We commend it to the attention of those living in the Indian Districts, and trust that it will be respected. The agents proceed this day to the capital at San José. To the People of California, residing in the vicinity of the Indian Troubles: The undersigned, appointed by the President of the United States, Special Commissioners, with plenary powers to visit and negotiate treaties of peace and friendship, with the various tribes of Indians in California, deem it proper in this way, to announce their arrival in the country, and their intention to enter upon the important duties of their mission, as early as the state of the weather, and of the roads, will admit of travelling. In the meantime, hearing of the difficulties which have recently existed, and are said to still exist, on the borders of the Sacrament and San Joaquin rivers, as well as in other parts of the State, the Commissioners appeal to their fellow citizens, in such disturbed districts to adopt and pursue toward the Indians a course of conduct marked by mildness, moderation and forbearance—holding themselves wholly on the defensive, at least until time shall be afforded us to investigate, and, if practicable, redress their grievances.","All good citizens and emigrants are interested in restoring to the frontier settlements the peaceful and amiable relations which once so happily existed between them and the Indians. That in some of the difficulties which have recently occurred the Indians have been the aggressors—that the whites have had much provocation to justify the severity of their measures of retaliation, will not be denied; still, so far as our information extends, many lives have been sacrificed, and much ill feeling engered (sic) unnecessarily. The Indians of this country are represented as extremely ignorant, lazy and degraded, at the same time generally harmless and peaceable in their habits, indisposed to controversy, or, war with the whites, until goaded to seek revenge for injuries inflicted upon them. For them many allowances should be made. Their very imbecility, poverty, and degradation, should, with enlightened and liberal white men, entitle them to commiseration and long forbearance.",1999
wu.89073134017,Native Americans of California and Nevada /,40,3,Frontier,quotes,,"Horses had perhaps begun to spread into desert southern California by 1774 but they were not very numerous, and the Colorado River was the ""frontier"" for horses at that date.","led to some metal-reworking. Horses began to be used by Indians in northwestern Sonora as early as the 1690s, but their diffusion towards the Colorado River was quite slow. The Ootam of southern Arizona received a few horses by 1700, the Halchidhoma of the Colorado were trading for them in 1744, and by the early 1770s the Quechans possessed numerous mounts.","Horses had perhaps begun to spread into desert southern California by 1774 but they were not very numerous, and the Colorado River was the ""frontier"" for horses at that date. To the east, horses began to be acquired by the Pueblo Indians, Apaches, and Navahos during the seventeenth century, and to spread northwards to the Utes and ShoshoneComanches, who were living adjacent to each other in the Wyoming region during the seventeenth and early eighteenth centuries. It is not known when the Great Basin Numic-speaking groups began to acquire horses, but it would seem likely that they were commencing to receive them by the 1770s, at least in the Utah area. (The Lewis and Clark Expedition found the Shoshones of Idaho well mounted.) Wheat was introduced on the Colorado River in 1702, and by the 1770s the Hamakhava were raising it in addition to their native crops.",1982
