htid,title,person
uc1.$b53394,"Fifty years in foreign fields, China, Japan, India, Arabia a history of five decades of the Woman's board of foreign misions, Reformed church in America ","Chamberlain, Mary Eleanor (Anable) ""Mrs. W. I. Chamberlain."" "
uc1.$b637030,Alison's house a play in three acts ,"Glaspell, Susan 1876-1948 "
uc1.$b799610,Judd Rankin's daughter ,"Glaspell, Susan 1876-1948 "
uc1.$b92985,Public addresses ,"Hollingworth, Leta Stetter 1886-1939 "
uc1.31158005940829,The Forerunner ,"Gilman, Charlotte Perkins 1860-1935 "
uc1.31175000464571,"Mother Earth, monthly magazine devoted to social science and literature ","Goldman, Emma 1869-1940 "
uc1.31175003560474,"Mother Earth, monthly magazine devoted to social science and literature ","Goldman, Emma 1869-1940 "
uc1.31175003560482,Mother Earth bulletin ,"Goldman, Emma 1869-1940 "
uc1.31175035182677,Marriage and love ,"Goldman, Emma 1869-1940 "
uc1.31210000861136,The white slave traffic ,"Goldman, Emma 1869-1940 "
uc1.31210002105342,Mother Earth bulletin ,"Goldman, Emma 1869-1940 "
uc1.31210002577821,Mother Earth bulletin ,"Goldman, Emma 1869-1940 "
uc1.31210002605960,"Mother Earth, monthly magazine devoted to social science and literature ","Goldman, Emma 1869-1940 "
uc1.32106005516080,The social significance of the modern drama ,"Goldman, Emma 1869-1940 "
uc1.32106010272489,The dialectic of sex the case for feminist revolution ,"Firestone, Shulamith. "
uc1.32106010375175,Sisterhood is global the international women's movement anthology ,"Morgan, Robin. "
uc1.32106010562533,Rubyfruit jungle ,"Brown, Rita Mae. "
uc1.32106013795361,Charlotte Perkins Gilman a study of the short fiction ,"Gilman, Charlotte Perkins 1860-1935 "
uc1.32106015468884,Rubyfruit jungle ,"Brown, Rita Mae "
uc1.32106015539965,Loose lips ,"Brown, Rita Mae "
uc1.32106016271261,The feminist memoir project voices from women's liberation ,"Snitow, Ann Barr 1943- "
uc1.32106018914231,Women and economics a study of the economic relation between women and men ,"Gilman, Charlotte Perkins 1860-1935 "
uc1.32106019260022,In our time memoir of a revolution ,"Brownmiller, Susan "
uc1.a0008044489,"Mother Earth, monthly magazine devoted to social science and literature ","Goldman, Emma 1869-1940 "
uc1.a0008044497,Mother Earth bulletin ,"Goldman, Emma 1869-1940 "
uc1.a0008044505,"Mother Earth, monthly magazine devoted to social science and literature ","Goldman, Emma 1869-1940 "
uc1.a0008044521,"Mother Earth, monthly magazine devoted to social science and literature ","Goldman, Emma 1869-1940 "
uc1.a0008044539,Mother Earth bulletin ,"Goldman, Emma 1869-1940 "
uc1.a0008044547,"Mother Earth, monthly magazine devoted to social science and literature ","Goldman, Emma 1869-1940 "
uc1.b2803697,The runaway heart a comedy in three acts ,"Hale, Ruth 1887-1934 "
uc1.b3144358,The verge a play in three acts ,"Glaspell, Susan 1876-1948 "
uc1.b3342114,Come out of the kitchen a comedy in three acts ,"Miller, Alice Duer 1874-1942 "
uc1.b3342597,The charm school a comedy in three acts ,"Miller, Alice Duer Mrs 1874- "
uc1.b3347058,God must be sad ,"Hurst, Fannie 1889-1968 "
uc1.b3593832,"Gifted children, their nature and nurture ","Hollingworth, Leta Stetter 1886-1939 "
uc1.b3687985,Anatomy of me a wonderer in search of herself ,"Hurst, Fannie 1889-1968 "
uc1.b4086277,Wandlungen und Symbole der Libido. English ,"Hinkle, Beatrice M. "
uc1.b4201371,Library work with the blind ,"Chamberlain, Mary C. "
uc1.b4381224,The arrow-maker a drama in three acts ,"Austin, Mary Hunter 1868-1934 "
uc1.b4384802,Back street ,"Hurst, Fannie 1889-1968 "
uc1.b4393274,Rebel pen the writings of Mary Heaton Vorse ,"Vorse, Mary Heaton 1874-1966 "
uc1.b4451904,Lady of the beasts poems ,"Morgan, Robin 1941- "
uc1.b4915995,The mother knot ,"Lazarre, Jane. "
uc1.b5198558,Anarchism and other essays ,"Goldman, Emma 1869-1940 "
uc1.b5600749,Wandlungen und Symbole der Libido. English ,"Hinkle, Beatrice M. "
uc2.ark:/13960/t08w38z26,The basket woman a book of fanciful tales for children ,"Austin, Mary Hunter 1868-1934 "
uc2.ark:/13960/t13n21f4g,The visioning a novel ,"Glaspell, Susan 1876-1948 "
uc2.ark:/13960/t1sf2n84t,The green bough a tale of the resurrection ,"Austin, Mary Hunter 1868-1934 "
uc2.ark:/13960/t2z31q981,Laughter limited ,"Putnam, Nina Wilcox 1888-1962 "
uc2.ark:/13960/t3222t070,The impossible boy ,"Putnam, Nina Wilcox 1888-1962 "
uc2.ark:/13960/t3513x62g,The man Jesus being a brief account of the life and teaching of the Prophet of Nazareth ,"Austin, Mary Hunter 1868-1934 "
uc2.ark:/13960/t5x63dt3x,Ladies must live ,"Miller, Alice Duer 1874-1942 "
uc2.ark:/13960/t5z60fr05,The psychology of subnormal children ,"Hollingworth, Leta Stetter 1886-1939 "
uc2.ark:/13960/t6sx65g2g,"In this our world, and other poems ","Gilman, Charlotte Perkins 1860-1935 "
uc2.ark:/13960/t84j0cd8j,The people and Close the book two one-act plays ,"Glaspell, Susan 1882-1948 "
uc2.ark:/13960/t9j38n170,Manslaughter ,"Miller, Alice Duer 1874-1942 "
uiug.30112038190382,Plays ,"Glaspell, Susan 1876-1948 "
umn.319510005415287,Prairie border country Twin Cities to Rochester ,"Hale, Ruth (Ruth Feser) 1928- "
umn.31951001518101i,Women in the war ,"Flynn, Elizabeth Gurley. "
umn.31951001952131n,Women have a date with destiny ,"Flynn, Elizabeth Gurley. "
umn.31951002119251e,Green isle ,"Miller, Alice Duer 1874-1942 "
umn.31951d00826583f,"Mother Earth, monthly magazine devoted to social science and literature ","Goldman, Emma 1869-1940 "
umn.31951d00826584d,Mother Earth bulletin ,"Goldman, Emma 1869-1940 "
umn.31951d008265877,Mother Earth bulletin ,"Goldman, Emma 1869-1940 "
umn.31951d00826593c,Mother Earth bulletin ,"Goldman, Emma 1869-1940 "
umn.31951d00826594a,"Mother Earth, monthly magazine devoted to social science and literature ","Goldman, Emma 1869-1940 "
wu.89007356959,A footnote to folly reminiscences of Mary Heaton Vorse ,"Vorse, Mary Heaton 1874-1966 "
wu.89011136603,The social significance of the modern drama ,"Goldman, Emma 1869-1940 "
wu.89031143332,The new women a Motive anthology on women's liberation ,"Morgan, Robin 1941- "
wu.89053183992,The man Jesus being a brief account of the life and teaching of the Prophet of Nazareth ,"Austin, Mary Hunter 1868-1934 "
wu.89054766118,Christ in Italy being the adventures of a maverick among masterpieces ,"Austin, Mary Hunter 1868-1934 "
wu.89058503293,Men and steel ,"Vorse, Mary Heaton 1874-1966 "
wu.89098884638,Living my life ,"Goldman, Emma 1869-1940 "
wu.89098884968,What eight million women want ,"Dorr, Rheta Childe 1866-1948 "
yale.39002021593836,The man Jesus being a brief account of the life and teaching of the Prophet of Nazareth ,"Austin, Mary Hunter 1868-1934 "
