htid,title,org
umn.31951d00389070s,Proceedings of the ... convention ,National Council of Jewish Women 
umn.31951d00494159o,The judicial system a brief summary ,League of Women Voters (U.S.) 
umn.31951d01046165x,Indians in Minnesota ,League of Women Voters of Minnesota 
umn.31951t00021842a,A bibliography for social workers among foreign-born residents of the United States ,Young women's Christian associations. U. S National board. Division of work for foreign-born women. 
umn.31951d01368704m,Evidence and cross-examination of J.T. (Red) Doran in the case of the U.S.A. vs. Wm. D. Haywood et al ,Industrial Workers of the World General Defense Committee. 
wu.89014038814,The European recovery program ,League of Women Voters (U.S.) 
wu.89058665464,Conference on the Economic Aspects of International Affairs ,League of Women Voters of Illinois 
wu.89060411519,The Council woman ,National Council of Jewish Women 
wu.89007783822,The role of the military proceedings of the Thirteenth Annual Institute on United States Foreign policy ,League of Women Voters of Wisconsin 
wu.89034707380,Old growth forests a balanced perspective : proceedings of a conference ,League of Women Voters of Central Lane County 
wu.89062229927,Proceedings of the ... Biennial Convention of the Amalgamated Clothing Workers of America ,Amalgamated Clothing Workers of America Convention. 
coo.31924065896395,Proceedings of the...annual convention of the Industrial Workers of the World ,Industrial Workers of the World 
wu.89065731457,Handbook for study and discussion 1926 ,Young Women's Christian Association of the U.S.A 
coo.31924065912325,Financial statements of the Amalgamated Clothing Workers of America ,Amalgamated Clothing Workers of America 
wu.89065731457,Handbook for study and discussion 1926 ,Young Women's Christian Association of the U.S.A National Board. 
wu.89058272584,The Council woman ,National Council of Jewish Women 
wu.89065731457,National convention of the Young Women's Christian Associations of the United States of America ,Young Women's Christian Association of the U.S.A National Board. 
wu.89065731457,Proceedings of the convention prepared for study and discussion 1930 ,Young Women's Christian Association of the U.S.A 
coo.31924069101305,Industrial pioneer ,Industrial Workers of the World General Executive Board. 
wu.89065731515,Proceedings ... national convention ,Young Women's Christian Association of the U.S.A 
wu.89065731531,Association monthly official organ of the Young Women's Christian Associations of the United States of America ,Young Women's Christian Association of the U.S.A 
wu.89065731572,National convention of the Young Women's Christian Association of the United States of America ,Young Women's Christian Association of the U.S.A 
wu.89065731572,National convention of the Young Women's Christian Association of the United States of America ,Young Women's Christian Association of the U.S.A National Board. 
wu.89058675661,Documentary history of the Amalgamated Clothing Workers of America ,Amalgamated Clothing Workers of America Convention. 
wu.89065731655,National convention of the Young Women's Christian Associations of the United States of America ,Young Women's Christian Association of the U.S.A 
wu.89060411485,The Council woman ,National Council of Jewish Women 
wu.89065731655,Proceedings of the convention prepared for study and discussion 1930 ,Young Women's Christian Association of the U.S.A 
wu.89073611113,Educational work of the Young women's Christian association ,Young Women's Christian Association of the U.S.A National Board. Education and Research Division. 
wu.89080062151,New perspectives in foreign policy ,League of Women Voters 
wu.89080471428,President's report ,Young Women's Christian Association of the U.S.A National Board. 
wu.89080471444,President's report ,Young Women's Christian Association of the U.S.A National Board. 
wu.89080471493,President's report ,Young Women's Christian Association of the U.S.A National Board. 
wu.89080471519,President's report ,Young Women's Christian Association of the U.S.A National Board. 
wu.89089239727,The current economic status of Chicago's Black community a mid-1970s overview report ,Chicago Urban League Research and Planning Dept. 
wu.89096129887,"Trades and labor directory, Minneapolis and St. Paul ",Trades and Labor Assembly of Minneapolis 
wu.89065731457,Proceedings of the convention prepared for study and discussion 1930 ,Young Women's Christian Association of the U.S.A National Board. 
wu.89065731465,Report ... national convention ,Young Women's Christian Association of the U.S.A 
wu.89065731655,Condensed report of the proceedings and handbook for study and discussion 1928 ,Young Women's Christian Association of the U.S.A National Board. 
wu.89065731655,Handbook for study and discussion 1926 ,Young Women's Christian Association of the U.S.A 
wu.89065731655,Handbook for study and discussion 1926 ,Young Women's Christian Association of the U.S.A National Board. 
wu.89077072726,Report ... national convention ,Young Women's Christian Association of the U.S.A 
wu.89077175461,Handbook of the Young Women's Christian Associations of the United States of America ,Young Women's Christian Association of the U.S.A National Board. 
wu.89077223899,News letter ,National Council of Jewish Women 
wu.89077223923,News letter ,National Council of Jewish Women 
wu.89077223956,News letter ,National Council of Jewish Women 
wu.89080471485,President's report ,Young Women's Christian Association of the U.S.A National Board. 
wu.89080471501,President's report ,Young Women's Christian Association of the U.S.A National Board. 
wu.89100077437,Missile madness the new weapons systems & how they threaten your life ,Socialist Workers' Party (Great Britain) 
coo.31924070949635,The Woman's journal ,League of Women Voters (U.S.) 
coo.31924070949643,The Woman's journal ,League of Women Voters (U.S.) 
coo.31924070949759,The Woman's journal ,League of Women Voters (U.S.) 
wu.89100091222,"Report of the Overseas committee of the War work council of the Young women's Christian association, 1917-1920 ",Young Women's Christian Association of the U.S.A National Board. War work council. Overseas committee. 
coo.31924082748314,Financial statement for ,Industrial Workers of the World 
coo.31924082748314,The general organization bulletin for ... and The financial statement for ,Industrial Workers of the World 
wu.89101108108,John E. Williams an appreciation with selections from his writings ,Amalgamated Clothing Workers of America Chicago Joint Board. 
coo.31924082748322,General organization bulletin for ... ; Financial statement for ,Industrial Workers of the World 
coo.31924082748348,Financial statement for ,Industrial Workers of the World 
coo.31924082748348,The general organization bulletin for ... and The financial statement for ,Industrial Workers of the World 
coo.31924082748355,Financial statement for ,Industrial Workers of the World 
coo.31924082748355,The general organization bulletin for ... and The financial statement for ,Industrial Workers of the World 
coo.31924082758586,General organization bulletin for ... ; Financial statement for ,Industrial Workers of the World 
coo.31924082758594,The general organization bulletin for ... and The financial statement for ,Industrial Workers of the World 
coo.31924082758602,General organization bulletin for ... ; Financial statement for ,Industrial Workers of the World 
coo.31924086758194,A book of favorite recipes ,"National Council of Jewish Women (Asheville, N.C.) "
coo.31924112303148,General Executive Board report and proceedings of the ... biennial Convention of the Amalgamated Clothing Workers of America ,Amalgamated Clothing Workers of America Convention. 
coo.31924112303148,General Executive Board report and proceedings of the ... biennial Convention of the Amalgamated Clothing Workers of America ,Amalgamated Clothing Workers of America General Executive Board. 
hvd.32044032160947,A study of mentally defective children in Chicago ,Juvenile protective association of Chicago 
hvd.32044086749587,"At the Auditorium playe-house Chicago neare to the bank-side, Saturday evening, the seventeenth of Maye next, a right mery and wittie comedie intituled The case is alterd ",University of Chicago Settlement league. 
hvd.32044087373692,The history of trade unionism among women in Boston ,Women's Trade Union League of Massachusetts Special Committee appointed by the Executive Board. 
hvd.32044096984307,Opportunities in school and industry for children of the stockyards district ,University of Chicago Settlement. Board. 
hvd.hxivec,Women at the world's crossroads ,Young Women's Christian Association of the U.S.A National Convention (7th) 
hvd.li2qu7,Proceedings of the ... convention of the Industrial Workers of the World ,Industrial Workers of the World 
hvd.li5gke,Industrial pioneer ,Industrial Workers of the World General Executive Board. 
hvd.rslvcj,Proceedings of the ... convention of the National Council of Jewish Women ,National Council of Jewish Women 
iau.31858032585899,Documentary history of the Amalgamated Clothing Workers of America ,Amalgamated Clothing Workers of America Convention. 
iau.31858034134795,A first [and] second look at individual liberties ,"League of Women Voters of Iowa City, Iowa "
iau.31858046058511,The One big union monthly ,Industrial Workers of the World General Executive Board. 
iau.31858048032647,Social value of the Juvenile Protective Association a review ,Juvenile Protective Association of Milwaukee 
iau.31858048064970,Report of Social Morality Committee War Work Council ,Young Women's Christian Association of the U.S.A National Board. 
ien.35556001610195,Report of the annual convention ,Young Women's Christian Associations of Illinois 
ien.35556002860955,One big union monthly ,Industrial Workers of the World 
ien.35556003796745,Annual report of the Juvenile Protective Association of Chicago ,Juvenile Protective Association of Chicago 
ien.35556017951724,The 1991 Civil Rights Act restoring our basic protections ,Chicago Urban League Research and Planning Dept. 
ien.35556019049816,Electoral reform and Black voting power in Chicago ,Chicago Urban League Research and Planning Dept. 
ien.35556019049824,Why Chicago's blacks do not register and vote ,Chicago Urban League Research and Planning Dept. 
ien.35556019112028,"Grocery food prices race, neighborhood, and other determinants ",Chicago Urban League Research and Planning Dept. 
ien.35556019112028,"Race, neighborhood, and other determinants ",Chicago Urban League Research and Planning Dept. 
ien.35556019179498,"Analysis of March 20, 1984 primary election (City of Chicago) comparison of registration and voting patterns in Black, White and Hispanic wards ",Chicago Urban League 
ien.35556019592559,The relationship of Northwestern University Settlement to the community a descriptive analysis of some factors involved in the relation between Northwestern University Settlement and the neighborhood it serves ,Northwestern University Settlement Association Board of Directors. 
ien.35556019791995,"Chicago politics CUL/NIU atlas, 1990 ",Chicago Urban League Research and Planning Dept. 
ien.35556019791995,"CULNIU atlas, Chicago politics, 1990 ",Chicago Urban League Research and Planning Dept. 
ien.35556019970474,Race distinction in real estate advertising ,Chicago Urban League Research and Planning Dept. 
ien.35556020162434,"Minority labor force conditions in Chicago, 1979 ",Chicago Urban League Research and Planning Dept. 
ien.35556021878988,Suburban Cook County ,"League of Women Voters of Cook County (Cook County, Ill.) "
ien.35556022999098,Suburban Cook County ,"League of Women Voters of Cook County (Cook County, Ill.) "
ien.35556026691642,Annual report ,Chicago Urban League 
ien.35556026700013,Who represents me? Suburban Cook County ,"League of Women Voters of Cook County (Cook County, Ill.) "
ien.35556035954965,CORE ,Congress of Racial Equality 
ien.35556035954965,Equal opportunity employment journal ,Congress of Racial Equality 
inu.30000004390302,State we're in--Washington ,League of Women Voters of Washington 
inu.30000004949644,Monroe County governmental officials list ,League of Women Voters of Bloomington-Monroe County 
inu.30000008437562,Monroe County governmental officials list ,League of Women Voters of Bloomington-Monroe County 
inu.30000050063118,Directory of local government officials ,"League of Women Voters of Bloomington, Indiana "
inu.30000050063118,Directory of Monroe County governmental officials 1975 ,"League of Women Voters of Bloomington, Indiana "
inu.30000050063118,Governmental officials 1974 ,"League of Women Voters of Bloomington, Indiana "
inu.30000050063118,Governmental officials list 1973 ,League of Women Voters of Bloomington-Monroe County 
inu.30000050063118,Officialist now <1970>-1972 ,League of Women Voters of Bloomington-Monroe County 
inu.30000050063159,Directory of local government officials ,"League of Women Voters of Bloomington, Indiana "
inu.30000050063159,Directory of Monroe County governmental officials 1975 ,"League of Women Voters of Bloomington, Indiana "
inu.30000050063159,"Elected and appointed city, county, and township officials and commissions as of ",League of Women Voters (U.S.) Education Fund. 
inu.30000050063159,"Elected and appointed city, town, county, township, and school officials and commissions as of ... 1966- ",League of Women Voters of Bloomington-Monroe County 
inu.30000050063159,Officialist now <1970>-1972 ,League of Women Voters of Bloomington-Monroe County 
inu.30000050063209,Monroe County governmental officials list ,League of Women Voters of Bloomington-Monroe County 
inu.30000050063233,Monroe County governmental officials list ,League of Women Voters of Bloomington-Monroe County 
inu.30000050063241,Monroe County governmental officials list ,League of Women Voters of Bloomington-Monroe County 
inu.30000050063274,Monroe County governmental officials list ,League of Women Voters of Bloomington-Monroe County 
inu.30000050560998,Know your township a look at local government ,"League of Women Voters of Columbus, Indiana "
inu.30000057301446,"Unigov handbook a book of factual information about Indianapolis, Indiana ",League of Women Voters of Indianapolis 
inu.30000063824209,"Japanese etiquette, an introduction ",Young Women's Christian associations Tokyo. 
inu.30000096193143,Monroe County governmental officials list ,League of Women Voters of Bloomington-Monroe County 
inu.30000097699833,Industrial pioneer ,Industrial Workers of the World General Executive Board. 
inu.30000100556848,Directory of local government officials ,"League of Women Voters of Bloomington, Indiana "
inu.30000100556848,"Elected and appointed city, county, and township officials and commissions as of ",League of Women Voters (U.S.) Education Fund. 
inu.30000100556848,"Elected and appointed city, town, county, township, and school officials and commissions as of ... 1966- ",League of Women Voters of Bloomington-Monroe County 
inu.30000100556848,Governmental officials 1974 ,League of Women Voters of Bloomington-Monroe County 
inu.30000100556848,Officialist now <1970>-1972 ,League of Women Voters of Bloomington-Monroe County 
inu.30000108518881,Four lights an adventure in internationalism ,Woman's Peace Party 
inu.30000111342337,"From study to action, state program ",League of Women Voters of Indiana 
inu.30000111342337,State program ,League of Women Voters of Indiana 
inu.30000120951540,Lessons from the 1992 election ,League of Women Voters (U.S.) Education Fund. 
inu.30000120951565,Wired for democracy using emerging technology to educate voters ,League of Women Voters (U.S.) Education Fund. 
inu.30000123237285,Discover E.R.A equal rights & equal responsibilities ,League of Women Voters of Indiana 
inu.30000125597678,Annual Convention of the Indiana League of Women Voters [proceedings] ,League of Women Voters of Indiana Convention 
inu.32000007711684,The womanly art of breast feeding ,"La Leche League of Franklin Park, Inc "
inu.32000013007465,"Know your town Columbus, Indiana ","League of Women Voters of Columbus, Indiana "
inu.39000000530647,How marxism works ,Socialist Workers' Party (Great Britain) 
inu.39000003705360,Know your county government a guide for Harris County citizens ,League of Women Voters of Houston 
mdp.35112101445759,Decisions of the Trade Board and the Board of Arbitration ,Amalgamated Clothing Workers of America Chicago Joint Board. 
mdp.35112101445767,Decisions of the Trade Board and the Board of Arbitration ,Amalgamated Clothing Workers of America Chicago Joint Board. 
mdp.35112101445783,Decisions of the Trade Board and the Board of Arbitration ,Amalgamated Clothing Workers of America Chicago Joint Board. 
mdp.39015000698152,Proceedings of the ... convention of the Industrial Workers of the World ,Industrial Workers of the World 
mdp.39015004883511,Taiwan and American policy the dilemma in U.S.-China relations ,League of Women Voters (U.S.) Education Fund. 
mdp.39015005078111,Opportunities in school and industry for children of the stockyards district ,University of Chicago Settlement. Board. 
mdp.39015005558443,Women in industry in the Orient a source book ,Young Women's Christian Association of the U.S.A National Board. Education and research division. 
mdp.39015010472457,"Chicago Commons Twenty-fifth year, 1894-1919 ",Chicago Commons Association 
mdp.39015013340198,Presidential debates 1988 and beyond ,League of Women Voters (U.S.) Education Fund. 
mdp.39015018830250,A Citizen's guide to Oahu's development plans ,League of Women Voters of Hawaii 
mdp.39015019635906,Student voice ,Student Nonviolent Coordinating Committee (U.S.) 
mdp.39015020828540,Rehearse for the apocalypse radical ecology ,New University Conference (U.S.) Jeff Sharlet Chapter. 
mdp.39015024495296,Proceedings of the ... triennial convention ,National Council of Jewish Women 
mdp.39015024575907,The Intercollegian ,Young Women's Christian Associations National Student Council. 
mdp.39015024863212,Multiculturalism at work a guide to organizational change ,Young Women's Christian Association of Metropolitan Toronto 
mdp.39015025022305,"By myself, I'm a book! An oral history of the immigrant Jewish experience in Pittsburgh ",National Council of Jewish Women Pittsburgh Section. 
mdp.39015025377899,Choosing the president--1992 ,League of Women Voters of California Education Fund. 
mdp.39015028109299,Manual of juvenile laws ,Juvenile protective association of Chicago 
mdp.39015028179540,Perspectives in development ,League of Women Voters (U.S.) Education Fund. 
mdp.39015030514163,Know your county [Washtenaw County] A phamphlet [!] of factual information ,League of Women Voters of Ann Arbor 
mdp.39015030624913,Women in advertising in New York agencies ,"Young Women's Christian Association, New York Central Branch. Employment Bureau. "
mdp.39015031624367,"Supercity/hometown, U.S.A prospects for two-tier government ",League of Women Voters (U.S.) Education Fund. 
mdp.39015052698993,Methodological aspects of the question of organization ,New University Conference (U.S.) University of Chicago. 
mdp.39015053631712,Know your county [Washtenaw County] A phamphlet [!] of factual information ,League of Women Voters of Ann Arbor 
mdp.39015063089000,Housing alternatives for the elderly ,National Council of Jewish Women Task Force on Aging. 
mdp.39015063778370,Know your State a handbook for citizens of New York State ,League of Women Voters of New York State 
mdp.39015069748443,Radicals in professions selected papers ,Students for a Democratic Society (U.S.) 
mdp.39015071122017,Constitutional aspects of taxation ,League of Women Voters of Michigan 
mdp.39015071179629,The Green grass roots a notebook for people who want to participate in the political process ,League of Women Voters of Michigan 
mdp.39015071179678,State we are in ,League of Women Voters of Michigan 
mdp.39015071179736,The green grass roots a political notebook for people who want to participate ,League of Women Voters of Michigan 
mdp.39015071179769,"Regionalism LUGS (Local units of government) , COGS (Councils of government), QUANGOS (Quasi-autonomous non-governmental organizations) 2,500 units of government in Michigan ",League of Women Voters of Michigan 
mdp.39015071255171,"The first fifty years, 1921-1971 ",League of Women Voters of Grand Rapids 
mdp.39015071272689,"Growth of the dinosaurs - 20th century water resource report, Michigan ",League of Women Voters of Michigan 
mdp.39015071291663,Know your twin cities ,League of Women Voters of Benton Harbor and St. Joseph 
mdp.39015071291978,"Birmingham, Michigan ","League of Women Voters of Birmingham, Mich "
mdp.39015071291978,"Know your town Birmingham, Michigan : education, finance, history, voting, library, recreation ","League of Women Voters of Birmingham, Mich "
mdp.39015071292463,Know your Buchanan ,"League of Women Voters of Niles, Mich "
mdp.39015071304599,Dearborn Heights. City with a future ,League of Women Voters of Dearborn Heights 
mdp.39015071325255,Know your county a booklet of factual information about the governmental services of Washtenaw County ,League of Women Voters of Ann Arbor 
mdp.39015071327327,"Know your township government Benton and St. Joseph Townships, Berrien County, Michigan ",League of Women Voters of the Benton Harbor-St. Joseph Area 
mdp.39015071327566,Clark Township know your town ,"League of Women Voters of Sault Sainte Marie and Les Cheneaux Area, Mich "
mdp.39015071332665,Know your town a booklet of factual information about Ann Arbor's city government ,League of Women Voters of Ann Arbor 
mdp.39015071332699,Know your town a booklet of factual information about Ann Arbor's city government ,League of Women Voters of Ann Arbor 
mdp.39015071337847,Escanaba. Know your town a hand book of local government ,League of Women Voters of Escanaba 
mdp.39015071343415,"Cities yesterday, today and tomorrow ",League of Women Voters of the Detroit Metropolitan Area 
mdp.39015071353976,Know your towns ,League of Women Voters of Hancock and Houghton 
mdp.39015071358447,"Today and tomorrow in the Lansing metropolitan area local government in Lansing, East Lansing, Meridian Charter Township, Ingham County, and problems of the metropolitan area ",League of Women Voters of the Lansing Area 
mdp.39015071359171,Tomorrow's leaders go to school today a study of the Livonia School District ,"League of Women Voters of Livonia, Mich "
mdp.39015071376316,Know Port Huron ,League of Women Voters of Port Huron 
mdp.39015071377124,A study of Royal Oak and its government ,League of Women Voters of Royal Oak 
mdp.39015071379740,Our town Sault Sainte Marie ,League of Women Voters of Sault Sainte Marie and Les Cheneaux Area 
mdp.39015071379740,Sault Sainte Marie ,League of Women Voters of Sault Sainte Marie and Les Cheneaux Area 
mdp.39015071496866,Olivet hand book ,"Young Women's Christian Association (Olivet College, Mich.) "
mdp.39015071515079,"ROTC, why it must end ",New University Conference (U.S.) 
mdp.39015073328554,Ann Arbor association monthly ,Young women's Christian association Ann Arbor. 
mdp.39015073328653,Ann Arbor association monthly ,Young women's Christian association Ann Arbor. 
mdp.39015073328695,Ann Arbor association monthly ,Young women's Christian association Ann Arbor. 
mdp.39015073328760,Ann Arbor association monthly ,Young women's Christian association Ann Arbor. 
mdp.39015073328778,Ann Arbor association monthly ,Young women's Christian association Ann Arbor. 
mdp.39015073700943,Report of the General Executive Board and proceedings of the ... biennial Convention of the Amalgamated Clothing Workers of America ,Amalgamated Clothing Workers of America Convention. 
mdp.39015073700968,Report of the General Executive Board and proceedings of the ... biennial Convention of the Amalgamated Clothing Workers of America ,Amalgamated Clothing Workers of America Convention. 
mdp.39015073700968,Report of the General Executive Board and proceedings of the ... biennial Convention of the Amalgamated Clothing Workers of America ,Amalgamated Clothing Workers of America General Executive Board. 
mdp.39015073700992,Proceedings of the ... Biennial Convention of the Amalgamated Clothing Workers of America ,Amalgamated Clothing Workers of America Convention. 
mdp.39015073791421,Industrial pioneer ,Industrial Workers of the World General Executive Board. 
mdp.39015073791751,Industrial pioneer ,Industrial Workers of the World General Executive Board. 
mdp.39015074667158,Ann Arbor association monthly ,Young women's Christian association Ann Arbor. 
mdp.39015074667174,Ann Arbor association monthly ,Young women's Christian association Ann Arbor. 
mdp.39015074667208,Ann Arbor association monthly ,Young women's Christian association Ann Arbor. 
mdp.39015075045552,Budget and finance manual for the YWCA ,Young Women's Christian Association of the U.S.A National Board. 
mdp.39015076019374,Disorientation ,New University Conference (U.S.) Indiana University. 
mdp.39015076019374,Disorientation like it is at IU ,New University Conference (U.S.) Jeff Sharlet Chapter. 
mdp.39015076019374,Like it is at IU ,New University Conference (U.S.) Indiana University. 
mdp.39015076019382,Disorientation ,New University Conference (U.S.) Jeff Sharlet Chapter. 
mdp.39015076019382,Like it is at IU ,New University Conference (U.S.) Jeff Sharlet Chapter. 
mdp.39015076834160,Proceedings of the ... annual convention of the Industrial Workers of the World ,Industrial Workers of the World 
mdp.39015078292698,Metro Chicago political atlas ,Chicago Urban League Research and Planning Department. 
mdp.39015079025311,One big industrial union in the textile industry ,Industrial Workers of the World Textile Workers Industrial Union. 
mdp.39015079029370,More truth about the I.W.W facts in relation to the trial at Chicago by competent industrial investigators and noted economists ,Industrial Workers of the World 
mdp.39015080110631,The Intercollegian ,Young Women's Christian Associations National Student Council. 
mdp.39015080110649,The Intercollegian ,Young Women's Christian Associations National Student Council. 
mdp.39015080110938,The Intercollegian ,Young Women's Christian Associations National Student Council. 
mdp.39015080262275,Foreign-born a bulletin of international service ,Young Women's Christian Association of the U.S.A National Board. Division on work for foreign born women. 
mdp.39015080262317,Foreign-born a bulletin of international service ,Young Women's Christian Association of the U.S.A National Board. Division on work for foreign born women. 
mdp.39015080262465,Foreign-born a bulletin of international service ,Young Women's Christian Association of the U.S.A National Board. Division on work for foreign born women. 
mdp.39015080262655,Foreign-born a bulletin of international service ,Young Women's Christian Association of the U.S.A National Board. Division on work for foreign born women. 
mdp.39015081103759,Our metropolitan county a study of local governments in Kent County ,League of Women Voters of Grand Rapids 
mdp.39015081766944,What comes of playing the game ,Industrial Workers of the World 
mdp.39015081770250,Shop talks on economics. Italian ,Industrial Workers of the World 
mdp.39015081802707,Was it murder? the truth about Centralia ,Industrial Workers of the World Northwest District Defense Committee. 
mdp.39015081957170,Know your state ,League of Women Voters of Michigan 
mdp.39015082033419,The government of Milwaukee County ,League of Women Voters of Wauwatosa 
mdp.39015082092431,This is Cook County ,"League of Women Voters of Cook County, Ill "
mdp.39015082861785,Proceedings of the ... annual convention of the Industrial Workers of the World ,Industrial Workers of the World 
mdp.39015085358714,"Report of the General Secretary Treasurer, I.W.W. ... annual convention ",Industrial Workers of the World General Secretary Treasurer. 
mdp.39015085358714,"Report of the General Secretary-Treasurer, Industrial Workers of the World ... convention ",Industrial Workers of the World General Secretary Treasurer. 
mdp.39015086871350,Proceedings of the ... annual convention of the Industrial Workers of the World ,Industrial Workers of the World 
mdp.39015089075264,"Student Nonviolent Coordinating Committee papers, 1959-1972 ",Student Nonviolent Coordinating Committee (U.S.) 
mdp.39015093178385,A cook book ,Young Women's Christian Association 
mdp.49015001419416,The Port Huron Statement (1962) ,Students for a Democratic Society (U.S.) 
mdp.49015002547330,Choosing the president a citizen's guide to the 2000 election ,League of Women Voters (U.S.) 
mdp.49015002586833,One imperative for all : elimination of racism wherever it exists and by any means necessary ,Young Women's Christian Association of the U.S.A National Board. 
njp.32101049413097,Reconstruction programs a comparative study of their content and of the viewpoints of the issuing organizations ,Young Women's Christian Association of the U.S.A National Board. 
njp.32101058908649,Proceedings of the...annual convention of the Industrial Workers of the World ,Industrial Workers of the World 
njp.32101059426203,Open letter to the president from 52 members of the I.W.W. now in Leavenworth Penitentiary ,Industrial Workers of the World General Defense Committee. 
njp.32101059428571,Diesel motor ,Industrial Workers of the World 
njp.32101065131029,Proceedings of the ... Biennial Convention of the Amalgamated Clothing Workers of America ,Amalgamated Clothing Workers of America Convention. 
njp.32101065134965,Documentary history of the Amalgamated Clothing Workers of America ,Amalgamated Clothing Workers of America Convention. 
njp.32101065134965,Proceedings of the ... Biennial Convention of the Amalgamated Clothing Workers of America ,Amalgamated Clothing Workers of America Convention. 
njp.32101068189537,Handbook - The Fortnightly Club for the Study of Anthropology ,"Fortnightly Club for the Study of Anthropology, Yonkers, N.Y "
nnc2.ark:/13960/t21c6nt9p,Working and praying together ,Young Women's Christian Association of the U.S.A 
nnc2.ark:/13960/t2w42f562,Peking pictures ,Young Women's Christian Association 
nnc2.ark:/13960/t3615qc29,Program seventeenth national convention Young Women's Christian Associations of the United States of America : one world under God ,"Young Women's Christian Associations of the United States of America National Convention (17th : 1946 : Atlantic City, N.J.) "
nnc2.ark:/13960/t5t75r33t,The Young Women's Christian Association in the Turkish Empire ,Young Women's Christian Association of the U.S.A National Board. 
nnc2.ark:/13960/t6vx51n48,Association life the world around ,Young Women's Christian Association National Board. 
nnc2.ark:/13960/t8md3m73w,Work book seventeenth national convention Young Women's Christian Associations of the United States of America ,"Young Women's Christian Associations of the United States of America National Convention (17th : 1946 : Atlantic City, N.J.) "
nnc2.ark:/13960/t9478w76r,Speakers hand book world program ,Young Women's Christian Association 
nnc2.ark:/13960/t9p31jx13,Why foreign-born women should learn English ,Young Women's Christian Association of the U.S.A National Board. International Translation and Service Bureau. 
nyp.33433008861852,Proceedings. Biennial convention ,Amalgamated Clothing Workers of America 
nyp.33433077428187,Council bake book ,National Council of Jewish Women St. Louis Section. 
osu.32435001607894,The Saturday half-holiday ,Juvenile Protective Association of Chicago 
osu.32435002493419,Spending the family income ,League of Women Voters of Cincinnati Living Costs Committee. 
osu.32435003353000,A study of California's method of school financing ,League of Women Voters of California 
osu.32435005170774,"Continuous mediation without armistice a development of the idea of a continuous conference of neutral nations, which has occurred independently to others besides the author of the pamphlet ",Woman's Peace Party 
osu.32435011900727,Stage children and the law ,Juvenile Protective Association of Chicago 
osu.32435054453899,Documentary history of the Amalgamated Clothing Workers of America ,Amalgamated Clothing Workers of America Convention. 
osu.32435054453899,Proceedings of the ... Biennial Convention of the Amalgamated Clothing Workers of America ,Amalgamated Clothing Workers of America Convention. 
osu.32435054859590,Intercollegian ,Young Women's Christian Association of the U.S.A National Student Council. 
osu.32435054873963,Intercollegian ,Young Women's Christian Association of the U.S.A National Student Council. 
osu.32435054873971,Young men's era ,Young Women's Christian Association of the U.S.A National Student Council. 
osu.32435055622328,"Hull-House a social settlement at 335 South Halstead Street, Chicago ; weekly program of lectures, clubs, classes, etc., March 1st, 1892 ","Hull House (Chicago, Ill.) "
pst.000007402715,Perspectives on Congress ,League of Women Voters (U.S.) Education Fund. 
pst.000008487506,"General revenue sharing in Centre County, Pennsylvania a report of allocations for 1973-74 ",League of Women Voters of the State College Area 
pst.000008757425,"Leaving school, it's harder for girls ",Young Women's Christian Association of Australia 
pst.000009099913,"Key to the Keystone State, Pennsylvania ",League of Women Voters of Pennsylvania 
pst.000009179981,"In league, guidelines for league boards ",League of Women Voters (U.S.) 
pst.000009180055,Making a difference a voters service/citizen information handbook ,League of Women Voters (U.S.) Education Fund. 
pst.000013078706,General Executive Board Report - Amalgamated Clothing Workers of America ,Amalgamated Clothing Workers of America 
pst.000013078720,Report of the General Executive Board - Amalgamated Clothing Workers of America ,Amalgamated Clothing Workers of America 
pst.000013865023,Centre County municipal officials directory ,League of Women Voters of Centre County (Pa.) 
pst.000015086457,Centre County municipal officials directory ,League of Women Voters of Centre County (Pa.) 
pst.000016170841,Centre County municipal officials directory ,League of Women Voters of Centre County (Pa.) 
pst.000020909826,This is Luzerne County ,League of Women Voters of the Wilkes-Barre Area 
pst.000031146456,Centre County municipal officials directory ,League of Women Voters of Centre County (Pa.) 
pst.000044809362,IWW songbook ,Industrial Workers of the World 
pst.000044809362,Little red song book ,Industrial Workers of the World 
pst.000066985532,One big union monthly ,Industrial Workers of the World 
uc1.$b113949,"At the Auditorium playe-house Chicago neare to the bank-side, Saturday evening, the seventeenth of Maye next, a right mery and wittie comedie intituled The case is alterd ",University of Chicago Settlement league. 
uc1.$b196220,"Manual of juvenile laws, Juvenile protective association of Chicago ",Juvenile Protective Association of Chicago 
uc1.$b265170,Christian view of work and wealth ,Young Women's Christian Association. U.S. National Board 
uc1.$b39589,"Household employment, A symposium on ",Young Women's Christian Association of the U.S.A National Board. 
uc1.$b67960,"Recreation survey of Cincinnati December 1, 1913 ",Juvenile protective association of Cincinnati 
uc1.$b69592,A study of mentally defective children in Chicago ,Juvenile protective association of Chicago 
uc1.$b98101,Partners in play recreation for young men and women together ,Young Women's Christian Association of the U.S.A National Board. 
uc1.$c183448,The Association monthly ,Young Women's Christian Association of the U.S.A National Board. 
uc1.$c183449,The Association monthly ,Young Women's Christian Association of the U.S.A National Board. 
uc1.$c183451,The Association monthly ,Young Women's Christian Association of the U.S.A National Board. 
uc1.31175035184111,"The woman's peace party of New York City, 70 Fifth Avenue first annual report ",Woman's Peace Party 
